holding_period,token_address,total_trades,high_confidence_trades,avg_return_multiple,max_return_multiple,points_analyzed,price_moves_5x,signals_generated
45,12HXYh3MHmyuraHtd82fGEKSwuhdsbPo1utXQKvXpump,1,1,5.286948412736541,5.286948412736541,24946,1,1
45,265sKc6C7wRcEkuLqzPCWUziHCqsp2Q1gXJo2H9Bpump,6,5,24.09064397380207,35.135000429137754,43155,11,6
45,28WdSGcReQCRW7WBWKsfo2AdVE5TTTyg6Z5Mi8jBFXmN,5,5,5.330134368863507,5.967073139893647,24123,6,5
45,2ban8tt99mhYf9hCXygvSUWDTxNAq54YQGGP3iNFpump,3,3,5.661451144213167,6.138256578658972,23717,5,3
45,2E3qS1oSVbeLxQEhdSrVDMn5ruhCg5JQCqPXKpwWpump,5,4,6.087069289272187,6.982582761527664,30461,5,5
45,2kaRSuDcz1V1kqq1sDmP23Wy98jutHQQgr5fGDWRpump,7,6,5.700548124602338,7.808604537801744,29461,9,7
45,2KgAN8nLAU74wjiyKi85m4ZT6Z9MtqrUTGfse8Xapump,12,10,7.308533432488088,8.057175751909776,43155,17,12
45,2m2zsQkktkiC96iMtc8X5nXinscXrgLUvAowXvU3pump,3,3,7.553765806520082,8.220906132949098,28261,5,3
45,2odHeumkiJx46YyNHeZvDjMwsoNhpAgFQuipT96npump,6,6,7.249731194374039,10.766331706818224,24559,8,6
45,2xtF1kZQQ14dvVjTsAASPM5Jxax9Gpat8tMETegqpump,5,4,6.557282279188749,9.600563496205318,27545,6,5
45,33aY2XDYFfbANyBKGiAGUb7kYb4sY9SqPcUZPrwRpump,8,6,6.048784477094445,7.089617414501847,23790,12,8
45,3DkVGaNSMTcxFkgGDAm299FaVxgnCw2411vxZTmRpump,23,19,8.421253543117176,16.675386875829393,42208,33,23
45,3Ei8SaoL4JWZv1XsWePqiAjVtb7QtpJbV2TSuURmpump,6,5,5.5554259287339,6.005275075493154,39360,10,6
45,3HYx6a9whu5a4dnzE62WNXg46MrEmu9LFxutR2YBpump,22,17,8.461425128920828,15.807837772621777,34052,33,22
45,3rRKJyH9EFSKSS7uJSVteCUHLXq9kAKxFotQxTuhn2kQ,28,19,10.263329850621767,29.552214948654253,23974,73,28
45,41revsxLUZnoiUQoMT9eBVCzi4cs8Xbs48rp53gcpump,38,32,9.488028846377448,28.03924342456903,41367,53,38
45,46RN3PxRWtoPhu4jeA7WxWR5MAaLh6cm3S1kYmu8pump,1,1,5.372729160173491,5.372729160173491,38241,1,1
45,47uYAPNpAMJrLLxQZ7QQ9F1T6XBHqfPHLTfLsCCapump,8,7,8.558099285626305,10.772987693273736,25552,9,8
45,4AyViLduWHAiR6MhS8upSTx6A9C4dvMUa1F9Krzgpump,7,6,5.87193904553303,7.088230329839479,25488,15,7
45,4B3NXEKgsT9hsadpCKNEwSXj6aDqwR7iqe5GzvgKpump,20,20,6.989097152200678,10.340423900069068,31215,42,20
45,4e4pi2xRnNqVvNfLUcLCbXNiFfgNQuBCedUeJgE4pump,2,2,8.602067377238892,11.209719316950208,43155,5,2
45,4kHu4VktgzpZW9i8LEsHZrNLJcTV98nGhyZE5JSEpump,18,15,11.981540829879094,16.814007456879484,42883,25,18
45,4QeK5x94xw6PrqJE6jjsVhswXN8qvsgCeqVyfokgpump,8,7,7.013230247423328,9.551707086830692,25708,9,8
45,4TcqMXdZBjxirf2vtYikWt1ix3YoHJoFAZwrqe39pump,5,4,7.674822813820576,10.569575461810214,32451,6,5
45,4yyB8a6vmTZ5RL6UkPx4eSy57cLqWk2f8LuKnED5pump,3,2,5.762182842529199,6.2013670809395975,25252,8,3
45,5auoDa6TKL3FsdZiRr11PDWNiDrYBgK6xWzVvVZJpump,9,8,5.9513461060932835,7.095149561415608,34114,13,9
45,5cdU1CWGFxcgAG3vLbrTi48AsH1ZL2oMRAGDJLrWpump,9,7,6.698275741766418,8.320247037462476,25537,11,9
45,5fvnJ2bVDXBHgkmp7xBTy9TNqd69zdSHn3bLBXsFpump,14,13,7.1741165163027665,12.107683301800375,35219,15,14
45,5GgvJq8DZ236iiCbp1ZbZLGhZG3Exj3vL93qoMoupump,5,5,5.803254787981747,6.261263275471378,24774,6,5
45,5iuHLrJ6cx1UHGhbiEomsqUxDNoQ5ytdbU8aC6tZvAB8,1,1,5.130423135732119,5.130423135732119,35226,4,1
45,5LgNLDTvjV6nKQHBEZ783VDoYN2PqGNAKDWPg8wCpump,5,3,5.588957081255241,6.381954653249826,35960,8,5
45,5UjbS1bECmQo7B5f817151ctvWskB92aDqu9drsipump,9,9,7.948487968724905,9.224653726583826,24401,10,9
45,64KZ3MPUFAks5QEYGVMZfTXDcgi43ZBYVXmVBJRTU358,4,4,6.817235799259242,7.530773540570249,42319,12,4
45,66gsTs88mXJ5L4AtJnWqFW6H2L5YQDRy4W41y6zbpump,18,16,8.200268892166356,17.602118471225484,31076,30,18
45,69G8CpUVZAxbPMiEBrfCCCH445NwFxH6PzVL693Xpump,11,10,7.976408294757364,10.431396120033213,26627,16,11
45,6d5zHW5B8RkGKd51Lpb9RqFQSqDudr9GJgZ1SgQZpump,24,18,12.179134841200288,22.201960600503682,26698,38,24
45,6Lq5UGAs3sDgcTrRRqKZ2hc7JfwWDYV2gP2VwNd2pump,4,3,6.090096719942034,6.815006781481877,28185,8,4
45,6MQ8D4XgoLTPGgkz7sbJdFzA6F6iuepFXE2BtV9npump,12,7,5.771265291530312,7.018228211941682,31794,12,12
45,6QaZjD1aRmfyCWS31r4GTMq5ULKNLHDkPudUd3oYpump,16,15,48.284690964932174,99.24152134656187,25721,22,16
45,6Rx89EvU1fNGv5htXGTUs3HPoQjcYSLh8KDd5RPwpump,2,1,5.787001779251252,6.475462655173055,27641,7,2
45,6vQasJ3rdPBzEHXyQthe4tYxNtjedMHskHHx3W5kpump,5,5,6.487064042482379,10.093724738991115,24964,5,5
45,6WSppYPevaDEZxdmW2WoHLoSnJMeVyqz8Rqkm8MCpump,1,1,5.9937476619035435,5.9937476619035435,36357,1,1
45,6Xx8p2WmY1Uk2GD35uxhEyuniNrVEeSu3CUThb8Upump,1,1,5.145939052903451,5.145939052903451,31084,2,1
45,7FS4iUbG1KpTA7xzG4Er7H6Nj22PZgonY8N9ERZbpump,13,13,16.456199332906174,39.940501506487,30654,16,13
45,7Gry9KMXfcaRv67GdNjTgqWSD6VhNDYdcaLm6pr7pump,1,1,5.76136458515551,5.76136458515551,24698,1,1
45,7L15Afew6rL2ujRgvfYgPTpLKqBPjrQkh7nNzyrhpump,7,7,6.211854363569342,6.934276667360173,24046,14,7
45,7p4CMCdETxQgSBiPqKsefFLVQgd8yHd1VQqQKEAzpump,4,4,8.71514007314764,10.605672614897305,27276,7,4
45,7RSwX9BqJFpEh1Qz7bu97rwHE8XhwofZ3St99pH2pump,21,19,10.798567468244094,17.70651229146826,34327,22,21
45,7T6vv4eyr5CvRKCXtxfEhRvaCr6J8GwtjJmPZy1Rpump,1,1,5.033582638769331,5.033582638769331,24736,2,1
45,7xn2T1x7xw5quHmzy2YvFWyFUNwp75fsw5bxiXGRpump,4,4,6.63188069310639,7.984171854376967,27392,12,4
45,82zJt2MhzxHejfUDyubm8Qvhko6BGdgUcZnVZvKrpump,1,1,6.525299783768422,6.525299783768422,31311,9,1
45,86FMngwijeQhTGfSZqj1rNkKVsmS7uXJ3y13qqDupump,2,2,5.45568273299649,5.507154438085652,24121,3,2
45,8aZuUoqr9rBLjikz7kvpajm1JRqhoWiLMnrNtnRNpump,4,3,5.7011050307341575,6.032723550346299,23947,8,4
45,8fgDWpQvDQJABP6fN7fDLte9hH4bAppPtxpNG2i3pump,1,1,5.542868764361174,5.542868764361174,43155,1,1
45,8r8xXP3eHgn19HYRX9Qe2AzSaSXrWCj6URAmFpvUpump,8,8,6.865425883389761,8.954465629875283,26929,10,8
45,8SgNwESovnbG1oNEaPVhg6CR9mTMSK7jPvcYRe3wpump,12,11,5.848043016473251,6.7012173238805515,29771,14,12
45,8sj6CvKd8tZttApYFpDKfTrA2osx1eemhemK1YMbpump,16,14,13.123489479608967,21.35058150970988,43005,26,16
45,8x5VqbHA8D7NkD52uNuS5nnt3PwA8pLD34ymskeSo2Wn,11,10,7.586716540900793,18.973317418358498,25157,15,11
45,8YYrkf1hvL5aCacfLXDvhVfjWZ7ce5NdVt4iLPxYsmdh,2,1,5.757876020995904,6.017268909375968,23689,5,2
45,95Cm7gDac2tg9f9ou4M5QkqgpeEFBqoqeqBWNy7ByaE2,1,1,5.8761453527578995,5.8761453527578995,29266,1,1
45,9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,21,18,11.38864856630323,17.147192336128537,40284,26,21
45,9d9nFy1S4YRijRT2LH8GvV6KYk52ktbFcXtmsyc3pump,4,3,6.811089427802344,8.03699092228623,26745,10,4
45,9oswXoLd3iWNM3ncyqNaLtDTSyEaj8mZR1Qu3SoGpump,30,23,7.29730323018551,18.274071171516947,33738,45,30
45,9PR7nCP9DpcUotnDPVLUBUZKu5WAYkwrCUx9wDnSpump,12,11,19.925803202729508,98.83441646203174,29667,20,12
45,9pWPUXoZKWNPWyaegPQeR3Kn8aFz9nrGtm5jeAFzpump,2,1,5.495202826486423,5.824063078069665,35189,9,2
45,9Q3no5oBzJW37TgcBP22F6SVZCtsc3G3RHELSbbgpump,2,2,5.982991026933,6.327459233523038,23773,2,2
45,9qriMjPPAJTMCtfQnz7Mo9BsV2jAWTr2ff7yc3JWpump,3,3,5.685837785713114,5.886139337605651,39941,3,3
45,9TY6DUg1VSssYH5tFE95qoq5hnAGFak4w3cn72sJNCoV,3,3,6.728159569778971,7.49058521363351,24228,5,3
45,A6zsgi4fQXXFsqDGfoPTUduiDTRnttegF9Xsj7Jif7UF,2,2,5.862531976811517,6.339254789027805,43155,2,2
45,A9e6JzPQstmz94pMnzxgyV14QUqoULSXuf5FPsq8UiRa,6,4,6.898295780643412,9.276101374675033,34699,11,6
45,ABHQGzXNoRbJ1sjUsCJ2TmTAo1uMx4EUpV1qYiSVpump,5,4,5.918769027289391,7.032619839648936,35433,9,5
45,AcR5GTb5YFrCXCbPBZBNwyJhcN1VjUokPwhL87wupump,1,1,5.107984891762392,5.107984891762392,23748,6,1
45,AqpJ2uRYEFdmsL1gZuQoMkWof8YRuuBVMm8dkNK7pump,2,2,5.130896216125516,5.186393222766086,25357,5,2
45,BfdVHnbt9LSNAFCZU9kvTjbrH3jX78sv2siLKGQ7pump,8,7,8.469442028882646,15.205934668357756,34073,14,8
45,BGaumRqjesfv7jHecTG4cZJNJKt4eJGpTPeFqt3rpump,5,5,5.636486671464166,6.104713838102551,42732,10,5
45,BmnUU9r1F9PJm4N5z9Pv4Ev7Exp8DxYiL2NVQoKSrsS7,7,6,5.454709956388426,5.699464639125071,35804,13,7
45,BoAQaykj3LtkM2Brevc7cQcRAzpqcsP47nJ2rkyopump,1,0,5.227079638573069,5.227079638573069,43155,4,1
45,BoBj68cWnCvzMNUKzJyR7Jq7tLM3v76D1pYL1E8rpump,13,13,6.767153443274415,8.083786488395173,31665,28,13
45,BTdGTUjHz5FUSf91Ufo9L9r4LFMTRhE1qDtvUUfypump,2,2,5.7268435223114915,5.972545406008355,26276,12,2
45,Bw5oXrdwFH8zmewejTVBa5364qFSyA7kskSg69LZpump,3,2,5.221163311327282,5.2656731557500756,25568,4,3
45,Bz4MhmVRQENiCou7ZpJ575wpjNFjBjVBSiVhuNg1pump,14,13,11.925632739658377,26.85691778721776,31255,34,14
45,CCEmLiB7qJP59q5PbqHerP3th7bUAG9kPft9ePwYpump,4,4,7.516276800839084,9.276907276561362,34173,5,4
45,CG5e8otTfszRTZRTNy4WQq5VaLsZW7tuDKMGHJVZpump,1,1,5.556741405281286,5.556741405281286,25502,1,1
45,CLLNTfuCHWAfRzo7utGPcZ6qjcwkDrSVyPVywCUSpump,12,11,11.148241764272344,27.70499957393567,26094,21,12
45,DfM9er5w34UT5rKDYm3HD1WMPWYYW3NTGhCbrXufpump,3,3,6.707001799134946,8.644700422095175,25037,3,3
45,dFVMDELpHeSL4CfCmNiuGS6XRyxSAgP7AwW266Lpump,11,10,11.268571397648442,50.94126106411457,38781,25,11
45,DFy12AkbxKnR2s2gaYz1AvxgxqGDrMEjjzK1GG3Ypump,1,0,5.649367152781804,5.649367152781804,31295,4,1
45,DPfhZt2wjTYTsA3JjNEJCDyX3Rn1ef8sbje6AMGDpump,3,3,34.39895866569125,37.68928756162817,43155,10,3
45,DqwYJXj2oDY545oAQgfh6x6cMKqEM97BoErdF3hSpump,1,0,5.135391672907604,5.135391672907604,23694,3,1
45,DwDtUqBZJtbRpdjsFw3N7YKB5epocSru25BGcVhfcYtg,3,3,7.042804670463014,7.9283624332646845,31698,13,3
45,DwGJNktdqxH2n6rvQ2MYbMFNzxp8zD5EEGEU59Qapump,3,1,7.508187372453637,10.687288450401013,24869,3,3
45,Dzjy3hSeRKfCmgVcNheyHN8hi4zDCPT9mXH13GJVpump,3,3,5.9362343186137,6.497235738963593,23898,5,3
45,E9D6L8hM9ZDZPdMo9vAjtWAGEasXdEfaK45bsBsApump,6,5,5.859599299079505,6.934931182414845,24284,10,6
45,EB8uJb7PfZhEGgLxzTURemxoXMHAEvAnbNi48JQhpump,9,9,5.9498868761484545,8.165748434137953,38387,19,9
45,EyDSYZM8RYQUc7ux41dNmR7BRk7tMzYnWmYeiKzCpump,3,1,9.531255711105716,9.988817925540825,24645,7,3
45,F4tSZWLqbDB5DFWAjDx5BhQD4KZ5UwscjyVD77Wtgwn7,2,2,6.083731085857764,6.913980419299986,23802,2,2
45,F5hqdbykXuksp8P78CAZenSvpPShAYKrP2U2MiZMdgFN,1,1,5.302247810516089,5.302247810516089,31116,3,1
45,F8btFvgEKbsBvgornHg7Yb4QUgtceiyFeEaMZVQopump,3,2,6.475443293011455,7.262916878063617,24108,3,3
45,FfgtU4bMte3JRZGX7kcNVywxiGoSqUTga8eZxTSFpump,9,7,6.493633694187285,7.645865236583527,25148,12,9
45,FQ1tyso61AH1tzodyJfSwmzsD3GToybbRNoZxUBz21p8,11,10,6.311588885929268,8.2726312557544,39953,12,11
30,12HXYh3MHmyuraHtd82fGEKSwuhdsbPo1utXQKvXpump,1,1,5.136760265508673,5.136760265508673,24961,1,1
30,265sKc6C7wRcEkuLqzPCWUziHCqsp2Q1gXJo2H9Bpump,6,5,24.09064397380207,35.135000429137754,43170,10,6
30,28WdSGcReQCRW7WBWKsfo2AdVE5TTTyg6Z5Mi8jBFXmN,1,1,5.720170120313213,5.720170120313213,24138,1,1
30,2ban8tt99mhYf9hCXygvSUWDTxNAq54YQGGP3iNFpump,3,3,5.1681251748439685,5.2629769393946235,23732,3,3
30,2E3qS1oSVbeLxQEhdSrVDMn5ruhCg5JQCqPXKpwWpump,2,2,5.690296615454628,6.076951848420549,30476,2,2
30,2kaRSuDcz1V1kqq1sDmP23Wy98jutHQQgr5fGDWRpump,1,1,5.6554450871238515,5.6554450871238515,29476,1,1
30,2KgAN8nLAU74wjiyKi85m4ZT6Z9MtqrUTGfse8Xapump,3,3,5.829915545716066,5.99478981629713,43170,4,3
30,2odHeumkiJx46YyNHeZvDjMwsoNhpAgFQuipT96npump,3,3,5.531670906841369,5.97149794719139,24574,3,3
30,2xtF1kZQQ14dvVjTsAASPM5Jxax9Gpat8tMETegqpump,2,1,6.332985230942585,7.339848338018182,27560,3,2
30,33aY2XDYFfbANyBKGiAGUb7kYb4sY9SqPcUZPrwRpump,3,2,5.4631533988471,5.692067440245083,23805,5,3
30,3DkVGaNSMTcxFkgGDAm299FaVxgnCw2411vxZTmRpump,12,10,6.422022717642903,7.67378747381301,42223,19,12
30,3HYx6a9whu5a4dnzE62WNXg46MrEmu9LFxutR2YBpump,6,5,6.584542848939912,8.299654217878597,34067,10,6
30,3rRKJyH9EFSKSS7uJSVteCUHLXq9kAKxFotQxTuhn2kQ,22,15,9.92417271182555,29.552214948654253,23989,59,22
30,41revsxLUZnoiUQoMT9eBVCzi4cs8Xbs48rp53gcpump,31,26,8.019357538901794,13.890080143503363,41382,38,31
30,47uYAPNpAMJrLLxQZ7QQ9F1T6XBHqfPHLTfLsCCapump,5,4,7.17104219627178,8.883060256028877,25567,5,5
30,4AyViLduWHAiR6MhS8upSTx6A9C4dvMUa1F9Krzgpump,4,3,5.803467527873265,7.088230329839479,25503,10,4
30,4B3NXEKgsT9hsadpCKNEwSXj6aDqwR7iqe5GzvgKpump,14,14,6.934812862484646,8.785127333441073,31230,25,14
30,4e4pi2xRnNqVvNfLUcLCbXNiFfgNQuBCedUeJgE4pump,2,2,5.497632367054246,5.913958047491807,43170,2,2
30,4kHu4VktgzpZW9i8LEsHZrNLJcTV98nGhyZE5JSEpump,12,11,12.779806962702972,16.814007456879484,42898,18,12
30,4yyB8a6vmTZ5RL6UkPx4eSy57cLqWk2f8LuKnED5pump,1,0,5.79326748052703,5.79326748052703,25267,3,1
30,5auoDa6TKL3FsdZiRr11PDWNiDrYBgK6xWzVvVZJpump,2,1,5.005251748957181,5.005251748957181,34129,3,2
30,5cdU1CWGFxcgAG3vLbrTi48AsH1ZL2oMRAGDJLrWpump,3,3,5.60614284383961,6.322995682223196,25552,3,3
30,5fvnJ2bVDXBHgkmp7xBTy9TNqd69zdSHn3bLBXsFpump,10,9,7.482764979042822,10.423349750075888,35234,11,10
30,5UjbS1bECmQo7B5f817151ctvWskB92aDqu9drsipump,4,4,5.868452374736561,6.721411739565138,24416,5,4
30,64KZ3MPUFAks5QEYGVMZfTXDcgi43ZBYVXmVBJRTU358,4,4,6.817235799259242,7.530773540570249,42334,12,4
30,66gsTs88mXJ5L4AtJnWqFW6H2L5YQDRy4W41y6zbpump,13,11,8.127246207276848,17.602118471225484,31091,20,13
30,69G8CpUVZAxbPMiEBrfCCCH445NwFxH6PzVL693Xpump,3,3,6.707450225035109,7.782822916323346,26642,4,3
30,6d5zHW5B8RkGKd51Lpb9RqFQSqDudr9GJgZ1SgQZpump,16,12,8.269523101015514,20.77717724707144,26713,26,16
30,6QaZjD1aRmfyCWS31r4GTMq5ULKNLHDkPudUd3oYpump,16,15,48.284690964932174,99.24152134656187,25736,22,16
30,6vQasJ3rdPBzEHXyQthe4tYxNtjedMHskHHx3W5kpump,5,5,6.487064042482379,10.093724738991115,24979,5,5
30,6WSppYPevaDEZxdmW2WoHLoSnJMeVyqz8Rqkm8MCpump,1,1,5.9937476619035435,5.9937476619035435,36372,1,1
30,6Xx8p2WmY1Uk2GD35uxhEyuniNrVEeSu3CUThb8Upump,1,1,5.145939052903451,5.145939052903451,31099,2,1
30,7FS4iUbG1KpTA7xzG4Er7H6Nj22PZgonY8N9ERZbpump,12,12,16.928554839449863,37.85398399489638,30669,13,12
30,7Gry9KMXfcaRv67GdNjTgqWSD6VhNDYdcaLm6pr7pump,1,1,5.76136458515551,5.76136458515551,24713,1,1
30,7L15Afew6rL2ujRgvfYgPTpLKqBPjrQkh7nNzyrhpump,4,4,6.219213679034491,6.934276667360173,24061,9,4
30,7p4CMCdETxQgSBiPqKsefFLVQgd8yHd1VQqQKEAzpump,4,4,8.71514007314764,10.605672614897305,27291,7,4
30,7RSwX9BqJFpEh1Qz7bu97rwHE8XhwofZ3St99pH2pump,12,12,8.719662323642934,12.872160922218931,34342,12,12
30,7xn2T1x7xw5quHmzy2YvFWyFUNwp75fsw5bxiXGRpump,4,4,6.63188069310639,7.984171854376967,27407,8,4
30,82zJt2MhzxHejfUDyubm8Qvhko6BGdgUcZnVZvKrpump,1,1,6.525299783768422,6.525299783768422,31326,9,1
30,86FMngwijeQhTGfSZqj1rNkKVsmS7uXJ3y13qqDupump,1,1,5.404211027907327,5.404211027907327,24136,1,1
30,8r8xXP3eHgn19HYRX9Qe2AzSaSXrWCj6URAmFpvUpump,5,5,5.880455835489167,6.856894076894849,26944,5,5
30,8SgNwESovnbG1oNEaPVhg6CR9mTMSK7jPvcYRe3wpump,7,6,5.611403802138429,6.101306583667008,29786,7,7
30,8sj6CvKd8tZttApYFpDKfTrA2osx1eemhemK1YMbpump,12,11,7.812247357818495,16.70434606618875,43020,21,12
30,8x5VqbHA8D7NkD52uNuS5nnt3PwA8pLD34ymskeSo2Wn,3,2,5.816888980196443,7.206368801894626,25172,7,3
30,9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,12,10,6.209424850432282,9.270462112735325,40299,15,12
30,9d9nFy1S4YRijRT2LH8GvV6KYk52ktbFcXtmsyc3pump,1,1,5.9586024778523425,5.9586024778523425,26760,3,1
30,9oswXoLd3iWNM3ncyqNaLtDTSyEaj8mZR1Qu3SoGpump,15,12,6.03767807952513,10.367553591651921,33753,21,15
30,9PR7nCP9DpcUotnDPVLUBUZKu5WAYkwrCUx9wDnSpump,9,9,23.1945747074798,85.75429862313153,29682,16,9
30,9pWPUXoZKWNPWyaegPQeR3Kn8aFz9nrGtm5jeAFzpump,1,0,5.301420934979557,5.301420934979557,35204,3,1
30,9Q3no5oBzJW37TgcBP22F6SVZCtsc3G3RHELSbbgpump,2,2,5.982991026933,6.327459233523038,23788,2,2
30,A6zsgi4fQXXFsqDGfoPTUduiDTRnttegF9Xsj7Jif7UF,2,2,5.862531976811517,6.339254789027805,43170,2,2
30,A9e6JzPQstmz94pMnzxgyV14QUqoULSXuf5FPsq8UiRa,3,1,5.881766984132784,6.181366530884141,34714,6,3
30,ABHQGzXNoRbJ1sjUsCJ2TmTAo1uMx4EUpV1qYiSVpump,2,2,5.434204606077506,5.756765719062865,35448,3,2
30,AqpJ2uRYEFdmsL1gZuQoMkWof8YRuuBVMm8dkNK7pump,1,1,5.186393222766086,5.186393222766086,25372,2,1
30,BfdVHnbt9LSNAFCZU9kvTjbrH3jX78sv2siLKGQ7pump,4,4,8.332746597903965,10.26431763180958,34088,9,4
30,BGaumRqjesfv7jHecTG4cZJNJKt4eJGpTPeFqt3rpump,3,3,5.67965729669323,6.104713838102551,42747,3,3
30,BmnUU9r1F9PJm4N5z9Pv4Ev7Exp8DxYiL2NVQoKSrsS7,2,2,5.197216129740248,5.279260379035138,35819,6,2
30,BoAQaykj3LtkM2Brevc7cQcRAzpqcsP47nJ2rkyopump,2,2,5.9957250484197715,6.09115288945303,43069,8,2
30,BoBj68cWnCvzMNUKzJyR7Jq7tLM3v76D1pYL1E8rpump,11,11,6.8049852822197945,8.083786488395173,31680,17,11
30,Bz4MhmVRQENiCou7ZpJ575wpjNFjBjVBSiVhuNg1pump,10,9,13.09760586793627,26.85691778721776,31270,22,10
30,CCEmLiB7qJP59q5PbqHerP3th7bUAG9kPft9ePwYpump,1,1,5.773252045287761,5.773252045287761,34188,1,1
30,CLLNTfuCHWAfRzo7utGPcZ6qjcwkDrSVyPVywCUSpump,8,7,13.455061709490137,27.70499957393567,26109,15,8
30,DfM9er5w34UT5rKDYm3HD1WMPWYYW3NTGhCbrXufpump,3,3,6.707001799134946,8.644700422095175,25052,3,3
30,dFVMDELpHeSL4CfCmNiuGS6XRyxSAgP7AwW266Lpump,10,9,11.755126900001123,50.94126106411457,38796,23,10
30,DFy12AkbxKnR2s2gaYz1AvxgxqGDrMEjjzK1GG3Ypump,1,0,5.649367152781804,5.649367152781804,31310,4,1
30,DPfhZt2wjTYTsA3JjNEJCDyX3Rn1ef8sbje6AMGDpump,3,3,31.812295213300587,37.68928756162817,43170,10,3
30,DwDtUqBZJtbRpdjsFw3N7YKB5epocSru25BGcVhfcYtg,3,3,7.042804670463014,7.9283624332646845,31713,11,3
30,DwGJNktdqxH2n6rvQ2MYbMFNzxp8zD5EEGEU59Qapump,1,0,8.322762928115681,8.322762928115681,24884,1,1
30,Dzjy3hSeRKfCmgVcNheyHN8hi4zDCPT9mXH13GJVpump,3,3,5.72971407307383,5.917904074362472,23913,5,3
30,E9D6L8hM9ZDZPdMo9vAjtWAGEasXdEfaK45bsBsApump,5,4,5.939980561041802,6.934931182414845,24299,5,5
30,EB8uJb7PfZhEGgLxzTURemxoXMHAEvAnbNi48JQhpump,2,2,5.937748962299594,6.6570541873915925,38402,7,2
30,EyDSYZM8RYQUc7ux41dNmR7BRk7tMzYnWmYeiKzCpump,3,1,9.531255711105716,9.988817925540825,24660,7,3
30,F4tSZWLqbDB5DFWAjDx5BhQD4KZ5UwscjyVD77Wtgwn7,2,2,6.083731085857764,6.913980419299986,23817,2,2
30,F5hqdbykXuksp8P78CAZenSvpPShAYKrP2U2MiZMdgFN,1,1,5.302247810516089,5.302247810516089,31131,2,1
30,FfgtU4bMte3JRZGX7kcNVywxiGoSqUTga8eZxTSFpump,5,4,5.513965356726525,6.103847662625616,25163,5,5
30,FQ1tyso61AH1tzodyJfSwmzsD3GToybbRNoZxUBz21p8,7,7,6.13525132549096,7.517615921812788,39968,7,7
