token_address,symbol,spike_time,increase,duration_minutes,start_price,max_price,creation_time,token_age_minutes,duration_bucket,increase_bucket,age_bucket
12HXYh3MHmyuraHtd82fGEKSwuhdsbPo1utXQKvXpump,REPUBLICAN,2024-10-29 10:43:00,7.554329331394753,60.0,8.715326166498787e-05,0.0005923111882374,2024-10-28 20:48:45,834.25,45-60min,5-10x,>12hrs
136em8joZqS2CWgCiHNUuK3cJf2fbWBrAV2jXtBsS3zg,TRUMP,2024-10-29 05:05:00,5.370170101773529,60.0,0.0012693825131312,0.0068168000197316,2024-10-28 21:14:27,470.55,45-60min,5-10x,6-12hrs
265sKc6C7wRcEkuLqzPCWUziHCqsp2Q1gXJo2H9Bpump,HONEY,2024-10-03 19:37:00,7.530397356076676,32.0,1.847556517294012e-05,0.0001391283471303,2024-10-03 13:46:58,350.03333333333336,30-45min,5-10x,3-6hrs
27EnpSWPXANqnYQqTD9Pe1QPJgQzgawNzj7DATcipump,AURA,2024-10-29 16:01:00,5.2677409902956365,10.0,1.596635431761065e-05,8.410661910446134e-05,2024-10-29 02:09:48,831.2,0-15min,5-10x,>12hrs
28WdSGcReQCRW7WBWKsfo2AdVE5TTTyg6Z5Mi8jBFXmN,AURA,2024-10-29 17:00:00,8.780678353237967,57.0,4.547691275484824e-06,9.797352283188052e-05,2024-10-29 10:57:39,362.35,45-60min,5-10x,6-12hrs
2E3qS1oSVbeLxQEhdSrVDMn5ruhCg5JQCqPXKpwWpump,$FUTURE,2024-10-25 08:01:00,9.122735316844675,60.0,5.095041159663103e-05,0.0006405139283777,2024-10-24 18:46:35,794.4166666666666,45-60min,5-10x,>12hrs
2GMEDWxPhdBicySMjUky49UHgXutxQ8SJjWyrcKPpump,PONK,2024-10-02 18:34:00,41.66877733522322,43.0,8.309307185364444e-05,0.0034623867091692,2024-10-02 12:43:39,350.35,30-45min,20-50x,3-6hrs
2KgAN8nLAU74wjiyKi85m4ZT6Z9MtqrUTGfse8Xapump,SHEGEN,2024-10-14 08:22:00,9.603513577856392,29.0,0.0001906878373636,0.0055378433257876,2024-10-14 02:45:13,336.78333333333336,15-30min,5-10x,3-6hrs
2TobzM4NNpEvyVAEpFC8AkxJGBHz8fFgMksK1gBy5dub,Wiz,2024-10-26 22:35:00,7.968008300457602,56.0,8.722121368955864e-05,0.0008190700319163,2024-09-08 17:30:13,69424.78333333334,45-60min,5-10x,>12hrs
2aVCSF8R74m5Nh18nXUSx1YDNS3Zxj2kQCa3mrdgpump,mofa,2024-10-29 06:10:00,9.602809480217566,19.0,5.214684683588426e-05,0.000500756235159,2024-10-29 00:48:44,321.26666666666665,15-30min,5-10x,3-6hrs
2ban8tt99mhYf9hCXygvSUWDTxNAq54YQGGP3iNFpump,DVG,2024-10-29 19:44:00,24.10620254943045,58.0,0.0009406578022527,0.0226756875108057,2024-10-29 13:41:47,362.21666666666664,45-60min,20-50x,6-12hrs
2hpRcNUThuP4211CarNRhDUAm1Ty1h3iexCuiwfTpump,MASON,2024-10-29 20:15:00,6.469383455041526,9.0,8.280897406571503e-05,0.0005357230067496,2024-10-29 14:57:30,317.5,0-15min,5-10x,3-6hrs
2kaRSuDcz1V1kqq1sDmP23Wy98jutHQQgr5fGDWRpump,ETH,2024-10-26 01:55:00,17.036424848895116,57.0,7.195444272306751e-05,0.0020570077045449,2024-10-25 19:41:33,373.45,45-60min,10-20x,6-12hrs
2m2zsQkktkiC96iMtc8X5nXinscXrgLUvAowXvU3pump,Cybele,2024-10-26 22:32:00,9.502289511304548,60.0,1.5222408280360488e-05,8.313866482314475e-05,2024-10-26 15:32:16,419.73333333333335,45-60min,5-10x,6-12hrs
2odHeumkiJx46YyNHeZvDjMwsoNhpAgFQuipT96npump,NOGAMBLING,2024-10-29 16:11:00,11.838052748380075,60.0,0.0001498029721519,0.0013750124291695,2024-10-29 00:04:59,966.0166666666667,45-60min,10-20x,>12hrs
2xtF1kZQQ14dvVjTsAASPM5Jxax9Gpat8tMETegqpump,Henlo,2024-10-27 06:46:00,17.30220232606928,60.0,7.007342281381843e-05,0.0013050461837231,2024-10-27 00:23:53,382.1166666666667,45-60min,10-20x,6-12hrs
2yPfaQuvHtM7ztvjKnfRB6vPhtwwFF1AqzKVNaJoNiM1,PHROG,2024-10-29 17:58:00,5.457058711907788,16.0,6.82523711646582e-05,0.0003724571966724,2024-10-29 12:10:58,347.03333333333336,15-30min,5-10x,3-6hrs
32i3VKoMrkY1sszZSsYF3o6zejiiTs1xh5jgqMHDpump,$OAKMONT,2024-10-19 21:28:00,6.055958176280527,60.0,4.415663355263512e-05,0.0002674107260001,2024-10-19 03:12:56,1095.0666666666666,45-60min,5-10x,>12hrs
33MD3pqkgJzD4uvtYqfxZ5V8j7fPpZeToikiXhtkpump,Holy Mary,2024-10-29 04:07:00,5.564998774023223,4.0,5.346098654154753e-05,0.0002975103245617,2024-10-28 22:30:55,336.0833333333333,0-15min,5-10x,3-6hrs
33aY2XDYFfbANyBKGiAGUb7kYb4sY9SqPcUZPrwRpump,Animal,2024-10-29 17:58:00,58.93023315438798,55.0,6.253023221975185e-05,0.0049642559825431,2024-10-29 10:07:52,470.1333333333333,45-60min,50-100x,6-12hrs
33rVymHHPxfMvg4EHKBRF3h8a37cG7Et3eQWZzAkpump,bro,2024-10-06 18:52:00,15.669965184975169,45.0,4.5068841416050336e-05,0.0006085824060244,2024-10-05 22:40:01,1211.9833333333333,30-45min,10-20x,>12hrs
39mp4M95uDVfRjzmiKxfjvcyviGsEUbBxqpUTPUupump,VOF,2024-10-26 10:21:00,5.153663747814134,50.0,8.412771710670413e-05,0.0004335659658391,2024-10-25 16:36:28,1064.5333333333333,45-60min,5-10x,>12hrs
39qibQxVzemuZTEvjSB7NePhw9WyyHdQCqP8xmBMpump,MemesAI,2024-10-14 00:13:00,164.84913297803175,60.0,8.874765080882313e-06,0.0011228095343038,2024-10-13 17:03:40,429.3333333333333,45-60min,>100x,6-12hrs
3BeJ9zCgQhaqKMu2HgKJ79yQBChD1Pf3hPwRX44fpump,CB,2024-10-02 21:06:00,29.746854950535337,60.0,5.208712754756654e-05,0.0006317294176632,2024-10-02 12:32:13,513.7833333333333,45-60min,20-50x,6-12hrs
3BpRk7eDSg1GPsY5qkLATeMc9sYiKRS1V6p4RPNFpump,HOLY6900,2024-10-29 08:49:00,7.15800548663273,59.0,1.5691384710719684e-05,7.906300177588842e-05,2024-10-29 00:17:09,511.85,45-60min,5-10x,6-12hrs
3DkVGaNSMTcxFkgGDAm299FaVxgnCw2411vxZTmRpump,OMEGA,2024-10-16 23:57:00,20.888956617758915,41.0,1.458973567268791e-05,0.0003632351760265,2024-10-16 18:02:51,354.15,30-45min,20-50x,3-6hrs
3Ei8SaoL4JWZv1XsWePqiAjVtb7QtpJbV2TSuURmpump,Kiri,2024-10-19 03:54:00,7.095442155953603,35.0,8.294860485820479e-05,0.0004202180364891,2024-08-15 22:57:21,92456.65,30-45min,5-10x,>12hrs
3HYx6a9whu5a4dnzE62WNXg46MrEmu9LFxutR2YBpump,flavia,2024-10-22 16:36:00,38.1715882873759,17.0,4.96639668994043e-05,0.0150017565790946,2024-10-22 10:46:27,349.55,15-30min,20-50x,3-6hrs
3JgFwoYV74f6LwWjQWnr3YDPFnmBdwQfNyubv99jqUoq,wPOND,2024-10-09 18:36:00,12180.139808466209,60.0,1.9144930901517914e-07,0.0023045606987878,2024-09-25 22:20:16,19935.733333333334,45-60min,>100x,>12hrs
3R49ZACNKMPdzwtRb5eXfqNRmcHp9R4NppNhKtRhpump,BREAD,2024-10-29 20:09:00,7.213763628324898,14.0,1.5446767436483026e-05,0.0001114293291084,2024-10-29 14:36:52,332.1333333333333,0-15min,5-10x,3-6hrs
3XFiHA2gexzBjqtM5Z7FjJhP6f28D2m79UihBCfkpump,BTCAT,2024-10-06 00:02:00,18.015118423649074,60.0,7.965931970224151e-06,0.0002143812464364,2024-10-05 09:26:18,875.7,45-60min,10-20x,>12hrs
3qq54YqAKG3TcrwNHXFSpMCWoL8gmMuPceJ4FG9npump,CLANKER,2024-10-16 17:21:00,10.5136296847644,15.0,0.000146490198571,0.0036636960865879,2024-10-16 09:55:13,445.78333333333336,0-15min,10-20x,6-12hrs
3rRKJyH9EFSKSS7uJSVteCUHLXq9kAKxFotQxTuhn2kQ,AIO,2024-10-29 16:17:00,5.428746832316434,47.0,0.0282538217429894,0.1502710093244822,2024-10-29 08:29:45,467.25,45-60min,5-10x,6-12hrs
3xv6pWP1oVENMkZAASxoiAF4dFH9PGVtDnVw8xrbpump,fwogmi,2024-10-23 06:36:00,13.014944433722937,35.0,8.565192407058623e-05,0.0005738452200754,2024-10-23 00:10:41,385.31666666666666,30-45min,10-20x,6-12hrs
41EaZbiAtiBM2TEbbDFyp4rLY8q78Xiegiw2KMqRpump,$QuantAi,2024-10-28 23:49:00,5.7649008138084765,16.0,1.3080229596969834e-05,7.540622624837312e-05,2024-10-28 18:07:30,341.5,15-30min,5-10x,3-6hrs
41revsxLUZnoiUQoMT9eBVCzi4cs8Xbs48rp53gcpump,ROKO,2024-10-17 20:07:00,44.18766653644699,60.0,0.0002003331919413,0.0040375434037582,2024-10-17 13:40:47,386.21666666666664,45-60min,20-50x,6-12hrs
46RN3PxRWtoPhu4jeA7WxWR5MAaLh6cm3S1kYmu8pump,yum,2024-10-20 10:30:00,7.562773867506148,60.0,9.02036589303609e-06,6.30570253692799e-05,2024-10-18 23:47:45,2082.25,45-60min,5-10x,>12hrs
47uYAPNpAMJrLLxQZ7QQ9F1T6XBHqfPHLTfLsCCapump,FEET,2024-10-28 14:54:00,12.98903113825031,60.0,0.0001458193864793,0.0033515400756812,2024-10-28 08:11:47,402.21666666666664,45-60min,10-20x,6-12hrs
4AyViLduWHAiR6MhS8upSTx6A9C4dvMUa1F9Krzgpump,FE,2024-10-28 20:38:00,11.290370149034048,60.0,5.236431121281615e-06,9.03634729981786e-05,2024-10-28 12:30:36,487.4,45-60min,10-20x,6-12hrs
4B3NXEKgsT9hsadpCKNEwSXj6aDqwR7iqe5GzvgKpump,GPT2,2024-10-24 19:10:00,17.182477452803244,49.0,0.0004713902259945,0.0434411371081761,2024-10-24 13:15:39,354.35,45-60min,10-20x,3-6hrs
4EAbchR1spQ3UGq4AD2z6uScmQFenWYuGB15wPAapump,CT,2024-10-29 19:40:00,14.178022396376132,18.0,1.4013077967828428e-05,0.0001115070516268,2024-10-29 14:03:58,336.03333333333336,15-30min,10-20x,3-6hrs
4J5HoZWoKcbo2JQxEEVCKRBfUQtEroY1QdRrKtZFpump,IB,2024-10-29 01:56:00,52.36652194367323,4.0,0.0003796262981399,0.0198797088719419,2024-10-28 20:49:29,306.51666666666665,0-15min,50-100x,3-6hrs
4L4FU9jwtMdCzbQ7VLY8xetqVsJa8TBu5LgBwp9dpump,ETERNAL,2024-10-29 07:55:00,5.868578063093405,3.0,3.135385224294639e-05,0.0001774745842253,2024-10-28 15:32:15,982.75,0-15min,5-10x,>12hrs
4LzqcMvVM56wSDVpnRfK6VwLKyxJkcDCJuQMaEDkpump,BID,2024-10-29 13:54:00,5.814267111786154,60.0,8.148990354143151e-05,0.000442571281074,2024-10-29 06:46:48,427.2,45-60min,5-10x,6-12hrs
4QeK5x94xw6PrqJE6jjsVhswXN8qvsgCeqVyfokgpump,BABEL-AI,2024-10-28 14:47:00,13.855793353192,9.0,9.219729275086366e-05,0.0012774666360797,2024-10-25 12:35:02,4451.966666666666,0-15min,10-20x,>12hrs
4TcqMXdZBjxirf2vtYikWt1ix3YoHJoFAZwrqe39pump,SCOOP,2024-10-23 23:52:00,120.26301374273488,60.0,0.0004300020335602,0.0179462346568165,2024-10-23 17:49:22,362.6333333333333,45-60min,>100x,6-12hrs
4Y47LEufvcSSSbTFojcvW4Y6x2KZXrqG2urNBSvHpump,Me,2024-10-30 01:16:00,6.092184122375991,60.0,1.6592220137904185e-05,0.0001156559721117,2024-10-29 17:00:13,495.78333333333336,45-60min,5-10x,6-12hrs
4e4pi2xRnNqVvNfLUcLCbXNiFfgNQuBCedUeJgE4pump,TONG,2024-10-02 06:00:00,19.556119906674063,60.0,4.614693406356817e-05,0.000241915368521,2024-10-01 22:16:11,463.81666666666666,45-60min,10-20x,6-12hrs
4kHu4VktgzpZW9i8LEsHZrNLJcTV98nGhyZE5JSEpump,GOVAI,2024-10-16 01:31:00,16.814007456880542,4.0,0.0001328990483929,0.0008019184366027,2024-10-15 20:22:12,308.8,0-15min,10-20x,3-6hrs
4qNX615pV1oufdodNoiBzUsrUE3ww57DYg6LsUtupump,CLAUDIUS,2024-10-19 19:05:00,21.82495617089872,60.0,0.0006012913294466,0.0131231569111148,2024-10-13 08:43:30,9261.5,45-60min,20-50x,>12hrs
4qe5LzsmEJwr2rusq2Q4tvtEB1wdtpH6CokuCmAKpump,eliza,2024-10-27 01:23:00,5.714635526243503,22.0,0.0001693683649765,0.0009678784755166,2024-10-26 19:50:04,332.93333333333334,15-30min,5-10x,3-6hrs
4qrZ4UR7GghR7o522gbbfWYemP7yquHE8T7r6XQmVwNm,SEEKER,2024-10-29 15:39:00,5.774370681082447,46.0,8.789163915287042e-05,0.0005075189042366,2024-10-29 09:13:42,385.3,45-60min,5-10x,6-12hrs
4yyB8a6vmTZ5RL6UkPx4eSy57cLqWk2f8LuKnED5pump,SKULL,2024-10-28 22:48:00,8.560288791012125,57.0,0.0001361797807215,0.0011997009058681,2024-10-28 13:56:24,531.6,45-60min,5-10x,6-12hrs
54rRHktmCL8jKyMJxnBSSZ4zR8mxasR1CUx5qJuCHPze,noob,2024-10-28 00:40:00,8.403035913040018,53.0,0.0001352291150654,0.00076085860884,2024-10-27 17:26:18,433.7,45-60min,5-10x,6-12hrs
55mboDZnLzV5uFsH8egLcW2Q6Yh5UUeM86DndJcbpump,Tier,2024-10-29 18:28:00,11.655409274769022,30.0,1.5957247107278307e-05,0.0001500610349042,2024-10-29 12:49:20,338.6666666666667,15-30min,10-20x,3-6hrs
59LjgLwuWGnvW2rBZqCyt1JZETj3U2Yajb2uqUbmpump,XIN,2024-10-29 02:46:00,11.252027047313302,33.0,6.892433988385132e-05,0.0004683919212817,2024-10-28 18:58:40,467.3333333333333,30-45min,10-20x,6-12hrs
5DyyR2TRuBnc6tZHAVGWjXbkAbJ6vDeP9fJXgaZppump,OSCURO,2024-10-29 17:28:00,7.341154353414995,19.0,7.442077200889489e-05,0.0004149913155445,2024-10-29 11:23:08,364.8666666666667,15-30min,5-10x,6-12hrs
5GgvJq8DZ236iiCbp1ZbZLGhZG3Exj3vL93qoMoupump,Misha,2024-10-29 06:39:00,8.138757809138221,59.0,3.664655066116464e-05,0.000271274184431,2024-10-29 00:21:04,377.93333333333334,45-60min,5-10x,6-12hrs
5Gh2xhEvScCmRxazhcpZiCGoKTT3YfgbDD5dtbXWpump,BFT,2024-10-29 22:11:00,6.6928982204205765,6.0,1.3607295607445256e-05,9.10722445558071e-05,2024-10-29 16:58:46,312.23333333333335,0-15min,5-10x,3-6hrs
5JPg32uSr81BTNVtnK8AmrRZABtR8vZ3Wb7cdabiGtWF,Mudpug,2024-10-05 01:05:00,6.192477917281472,60.0,5.698486819666645e-05,0.0003056487709231,2024-10-04 17:25:20,459.6666666666667,45-60min,5-10x,6-12hrs
5LUx8Cmu61aCa9h8AebkmpqBBbgz4sErkbkGJESJXcFP,AutoLaye,2024-10-02 10:27:00,148.77088396930634,40.0,0.0231308743965958,3.4412006309645613,2024-10-02 03:34:34,412.43333333333334,30-45min,>100x,6-12hrs
5LgNLDTvjV6nKQHBEZ783VDoYN2PqGNAKDWPg8wCpump,FUBB,2024-10-21 12:44:00,14.195986608366873,58.0,8.60587791076266e-05,0.0026830327437584,2024-10-21 06:43:38,360.3666666666667,45-60min,10-20x,6-12hrs
5T3kPqWujSu2v6Y4YoZcQ4A2UtTRQFAwE82MoRm9pump,yogi,2024-10-29 19:08:00,12.46028179634665,10.0,8.269783303304827e-05,0.001030438303539,2024-10-24 10:29:19,7718.683333333333,0-15min,10-20x,>12hrs
5UjbS1bECmQo7B5f817151ctvWskB92aDqu9drsipump,TITO,2024-10-29 10:07:00,17.863962810015167,60.0,4.197570002736914e-05,0.0003300980681757,2024-10-29 03:51:09,375.85,45-60min,10-20x,6-12hrs
5auoDa6TKL3FsdZiRr11PDWNiDrYBgK6xWzVvVZJpump,larpAI,2024-10-23 00:37:00,8.565657413968903,58.0,0.0001622651725794,0.0016198131693926,2024-10-22 13:50:15,646.75,45-60min,5-10x,6-12hrs
5cdU1CWGFxcgAG3vLbrTi48AsH1ZL2oMRAGDJLrWpump,LUCIFER,2024-10-28 21:15:00,8.320247037463814,60.0,3.610387064213779e-05,0.0002709071974677,2024-10-28 11:38:49,576.1833333333333,45-60min,5-10x,6-12hrs
5fvnJ2bVDXBHgkmp7xBTy9TNqd69zdSHn3bLBXsFpump,PRESIDENT,2024-10-22 07:56:00,8.183918025624735,60.0,8.49959999143127e-06,0.0002613181088602,2024-10-21 17:55:46,840.2333333333333,45-60min,5-10x,>12hrs
5hJHyZ9KtEiATroSrMMx9yjXJGHUJRzj5LZkLhE5JJnC,ECCO,2024-10-29 18:55:00,6.163908534930602,17.0,7.62309549684105e-05,0.0004698806339556,2024-10-29 13:22:42,332.3,15-30min,5-10x,3-6hrs
5iuHLrJ6cx1UHGhbiEomsqUxDNoQ5ytdbU8aC6tZvAB8,$Dream,2024-10-21 20:19:00,6.077415035843468,60.0,6.453068123667312e-05,0.0003258998378171,2024-10-21 13:40:22,398.6333333333333,45-60min,5-10x,6-12hrs
5pKzD7VCY27no9cN31dYvgzZMAWRPUUHL4xK75FYpump,NOVA,2024-10-28 19:25:00,18.812357677581165,47.0,4.5298758056028986e-05,0.002484555082445,2024-10-28 13:30:56,354.06666666666666,45-60min,10-20x,3-6hrs
5vrNnSXf2PeF4YMdG4vHi1WzU3hf42JKzV8i7jtBmRww,x/acc,2024-10-26 20:11:00,7.641492153179297,60.0,8.200993840151828e-05,0.0009400443270631,2024-10-19 08:14:40,10796.333333333334,45-60min,5-10x,>12hrs
5xVLT8UxUViqKf6jDE45EvoGQQgCkvjuM4MDx5mTpump,mr noodles,2024-10-29 16:01:00,9.051134488604808,5.0,3.0074832676483947e-05,0.0001563789224856,2024-10-28 11:59:40,1681.3333333333333,0-15min,5-10x,>12hrs
64KZ3MPUFAks5QEYGVMZfTXDcgi43ZBYVXmVBJRTU358,PARK,2024-10-16 12:53:00,11.506829180359766,23.0,1.8397247048175064e-06,1.0688111119000713e-05,2024-10-16 06:16:37,396.3833333333333,15-30min,10-20x,6-12hrs
658gVRm3K3kGTwKyGhsJ2akKgE7zjDFHTDsscaWtpump,max2049,2024-10-12 23:38:00,17.70436880380473,57.0,1.974206895780957e-05,0.0002319371277822,2024-10-12 00:51:29,1366.5166666666667,45-60min,10-20x,>12hrs
66gsTs88mXJ5L4AtJnWqFW6H2L5YQDRy4W41y6zbpump,YOUSIM,2024-10-24 16:50:00,20.11782410583942,58.0,0.0003207243927711,0.0126856390111887,2024-10-24 07:28:47,561.2166666666667,45-60min,20-50x,6-12hrs
69G8CpUVZAxbPMiEBrfCCCH445NwFxH6PzVL693Xpump,xavier,2024-10-28 01:18:00,14.28758764873142,60.0,7.278922838296388e-05,0.0006416523399746,2024-10-27 14:52:20,625.6666666666666,45-60min,10-20x,6-12hrs
6BcPF1q7MVJAKk6tNXcTitfJS31eg5MKUGSAM5fAApXq,polaris126,2024-10-29 17:44:00,5.266177519176103,5.0,7.923848618646778e-05,0.0004172839346087,2024-10-29 12:18:58,325.03333333333336,0-15min,5-10x,3-6hrs
6HvcciZt5TaeRAiJbJA1nGWanmTgrmogF9gduXJhpump,MCDONALDS,2024-10-29 05:28:00,7.692505500441904,4.0,1.0275701174971364e-05,7.904588780936456e-05,2024-10-29 00:04:44,323.26666666666665,0-15min,5-10x,3-6hrs
6LJaNpynfDj5dX1dJ2sdGDqmUzkqsVGCza5WLr5Npump,America,2024-10-29 19:05:00,5.4772614278356935,56.0,0.0001010440807948,0.0005108416856156,2024-10-29 10:31:00,514.0,45-60min,5-10x,6-12hrs
6Lq5UGAs3sDgcTrRRqKZ2hc7JfwWDYV2gP2VwNd2pump,MMM,2024-10-26 23:20:00,7.176956659459471,60.0,4.2777858279769325e-05,0.0003303287224091,2024-10-26 13:58:37,561.3833333333333,45-60min,5-10x,6-12hrs
6MAWnfagDCzqmHQh88FVt9F1zzLqXpwGJpaL7zUTpump,EYE,2024-10-27 11:17:00,21.85753047507272,60.0,0.0003643881268219,0.00842452592597,2024-10-27 05:10:22,366.6333333333333,45-60min,20-50x,6-12hrs
6MQ8D4XgoLTPGgkz7sbJdFzA6F6iuepFXE2BtV9npump,Tate,2024-10-24 11:57:00,14.213645303107516,59.0,0.0002531573369327,0.0089107787164273,2024-10-24 05:55:11,361.81666666666666,45-60min,10-20x,6-12hrs
6QaZjD1aRmfyCWS31r4GTMq5ULKNLHDkPudUd3oYpump,TOAD,2024-10-28 20:32:00,106.24350472981236,60.0,6.33443322016659e-05,0.0058539402511754,2024-10-28 05:28:05,903.9166666666666,45-60min,>100x,>12hrs
6Rx89EvU1fNGv5htXGTUs3HPoQjcYSLh8KDd5RPwpump,Yes,2024-10-27 06:40:00,15.47013848805711,60.0,5.830191434343964e-05,0.0015265058451288,2024-10-27 00:29:00,371.0,45-60min,10-20x,6-12hrs
6TvpcaTfD4KdSuT2hTQGdoeznq5rq77dNKXieWYapump,B4TS4K,2024-10-29 21:05:00,5.28483317992881,31.0,1.0175945606255069e-05,8.744426437083857e-05,2024-10-29 13:17:40,467.3333333333333,30-45min,5-10x,6-12hrs
6UmGJtWHW13YLJCrdk9jEAnHeSgARTJEfCVV1sX4pump,IUBI,2024-10-28 23:42:00,5.376999328625947,60.0,3.327206019220459e-05,0.0002035168217763,2024-10-28 14:44:22,537.6333333333333,45-60min,5-10x,6-12hrs
6WSppYPevaDEZxdmW2WoHLoSnJMeVyqz8Rqkm8MCpump,LAMDUAN,2024-10-21 07:13:00,16.541848731142718,50.0,0.000184941049348,0.002660020033192,2024-10-15 13:04:46,8288.233333333334,45-60min,10-20x,>12hrs
6Xx8p2WmY1Uk2GD35uxhEyuniNrVEeSu3CUThb8Upump,Aletheia,2024-10-24 19:50:00,6.079778317580744,17.0,7.500984130830964e-05,0.0004560432067914,2024-10-24 14:25:33,324.45,15-30min,5-10x,3-6hrs
6YHvVQ5B7tBbwmG4tU4ESbRKQKeiVBoE3q6u6sCWpump,HC,2024-10-29 17:03:00,10.42490714002333,16.0,5.597320125459156e-05,0.0005835154254089,2024-10-29 11:42:12,320.8,15-30min,10-20x,3-6hrs
6d5zHW5B8RkGKd51Lpb9RqFQSqDudr9GJgZ1SgQZpump,AVB,2024-10-27 18:54:00,45.43371281390605,57.0,9.229752964581004e-05,0.0051742687915313,2024-10-27 12:26:05,387.9166666666667,45-60min,20-50x,6-12hrs
6dC8y49qqogktNvnYecEszwuDAgkVsj19UP7dziZpump,vapor,2024-10-25 23:36:00,5.3407806943400455,56.0,2.5301829700511374e-05,0.0001373584444249,2024-10-25 16:10:29,445.51666666666665,45-60min,5-10x,6-12hrs
6fkt7bidv8dwqYG1EBUzESSqknC5xfRnzymffWekTdYo,NDX,2024-10-08 00:25:00,62.15527782364731,7.0,1.695718337866333e-06,0.0001053978444007,2024-10-07 19:06:49,318.18333333333334,0-15min,50-100x,3-6hrs
6kJhG826LGowg7zG6PLd6tg7mqvVSdq2WzHhsfc7pump,popo,2024-10-11 01:16:00,6.921851694680101,60.0,1.7053004853425486e-05,0.0002260115873161,2024-10-10 08:45:12,990.8,45-60min,5-10x,>12hrs
6qocE7eQhug7pE7CggAvdNJJMtkHjKaVYRSND7Bwpump,WOAT,2024-10-29 05:21:00,8.640071266325275,3.0,7.14275834118805e-05,0.00061713941106,2024-10-29 00:12:16,308.73333333333335,0-15min,5-10x,3-6hrs
6tK5UeNKsCbXTu2avUrV4tRpjX86tFpWPYRk6AWodYF5,udoge,2024-10-29 17:49:00,7.019941608880512,15.0,8.383723851584151e-05,0.0004249591749017,2024-10-29 11:44:06,364.9,0-15min,5-10x,6-12hrs
6vQasJ3rdPBzEHXyQthe4tYxNtjedMHskHHx3W5kpump,shibu,2024-10-29 00:44:00,19.30201507876308,41.0,6.890205076095747e-05,0.0004824220056815,2024-10-28 18:53:01,350.98333333333335,30-45min,10-20x,3-6hrs
6veaegp72hcw2HpBDsgj87rc8GZboHX8QiaMxVACpump,GOAT2,2024-10-29 14:51:00,8.410134610528171,59.0,9.007586787103291e-05,0.0006634971171059,2024-10-29 06:01:42,529.3,45-60min,5-10x,6-12hrs
71FqyeLTgw6xushf7nWRkRwkm3pqqAsD8CCjcjaapump,ONYX,2024-10-26 10:10:00,29.025806788015657,44.0,4.297136933876158e-05,0.0009585943832389,2024-10-26 04:13:02,356.96666666666664,30-45min,20-50x,3-6hrs
71gSnDo5vqite4mVpbKnaqoa6FsuXpamn8jCYZsApump,GCRAI,2024-10-28 03:15:00,11.477185563498669,12.0,8.087109330637973e-05,0.0020283829427128,2024-10-27 21:59:44,315.26666666666665,0-15min,10-20x,3-6hrs
73y2d48ndV9fwGgL99iYagD27a2UMxCxLcNaDKzpump,WRM,2024-10-29 18:27:00,44.946825030212544,57.0,3.261273989084346e-05,0.0002049243619831,2024-10-29 12:23:57,363.05,45-60min,20-50x,6-12hrs
75gTkoZ1gEJXcA2Qqpqm8bes6QZVTEwnzQ3Xvz5tpump,GWOT,2024-10-29 21:39:00,5.007606985546295,2.0,0.0001718730280014,0.0008606725756468,2024-10-27 16:13:05,3205.9166666666665,0-15min,5-10x,>12hrs
7FS4iUbG1KpTA7xzG4Er7H6Nj22PZgonY8N9ERZbpump,DARTMOUTH,2024-10-25 03:17:00,11.561676180323294,27.0,2.51097794197969e-05,0.000290311138611,2024-10-24 21:41:27,335.55,15-30min,10-20x,3-6hrs
