token_address,symbol,spike_time,increase,price_open,price_high,price_low,price_close,volume,liquidity,supply,marketcap,circulating_supply,circulating_marketcap
12HXYh3MHmyuraHtd82fGEKSwuhdsbPo1utXQKvXpump,REPUBLICAN,2024-10-29 10:43:00,7.554329331394753,0.0004783460225652717,0.00048413174974374365,0.0003442440385394171,0.0004674572028687477,99291998.874027,11679.942756144961,948805415.965625,8292.75361397422,948805415.965625,8292.75361397422
136em8joZqS2CWgCiHNUuK3cJf2fbWBrAV2jXtBsS3zg,TRUMP,2024-10-29 05:05:00,5.370170101773529,0.00488741322437037,0.0075866740723988324,0.00488741322437037,0.006532806436156222,3811011.968583002,11915.163593349449,99991822.26385082,6264.359772353265,99991822.26385082,6264.359772353265
265sKc6C7wRcEkuLqzPCWUziHCqsp2Q1gXJo2H9Bpump,HONEY,2024-10-03 19:37:00,7.530397356076676,7.23632284987978e-05,0.00014591650559195787,5.2106905458699086e-05,6.134618662636493e-05,1137634037.689638,17478.858863184654,998222432.43588,16518.551638937864,998222432.43588,16518.551638937864
27EnpSWPXANqnYQqTD9Pe1QPJgQzgawNzj7DATcipump,AURA,2024-10-29 16:01:00,5.2677409902956365,6.226232308186476e-05,8.812124259760935e-05,3.935274984075243e-05,4.4125536341347794e-05,575935252.3521527,10086.409375860214,998569513.855365,7841.162228278321,998569513.855365,7841.162228278321
28WdSGcReQCRW7WBWKsfo2AdVE5TTTyg6Z5Mi8jBFXmN,AURA,2024-10-29 17:00:00,8.780678353237967,2.5201497969712437e-05,5.097803595269701e-05,2.0772049378760785e-05,4.484618726773241e-05,1340474809.6705143,2059.68860005262,999423689.7189635,1717.072425151417,999423689.7189635,1717.072425151417
2E3qS1oSVbeLxQEhdSrVDMn5ruhCg5JQCqPXKpwWpump,$FUTURE,2024-10-25 08:01:00,9.122735316844675,0.0002426884558062342,0.0003989173660821764,0.0002426884558062342,0.00038921035223758916,39664953.87772102,36680.044020768204,999919704.029969,85039.0265860873,999919704.029969,85039.0265860873
2GMEDWxPhdBicySMjUky49UHgXutxQ8SJjWyrcKPpump,PONK,2024-10-02 18:34:00,41.66877733522322,0.0023724655448221373,0.004104367814164659,0.0019296024821318476,0.003085978090093561,1464651740.189077,73566.14780085703,999919541.296567,131991.27191666898,999919541.296567,131991.27191666898
2KgAN8nLAU74wjiyKi85m4ZT6Z9MtqrUTGfse8Xapump,SHEGEN,2024-10-14 08:22:00,9.603513577856392,0.0006541196836455464,0.001397662996787732,0.0006541196836455464,0.0007500330446913803,867190966.4836063,622965.6153936851,999961282.585417,2729494.523605129,999961282.585417,2729494.523605129
2TobzM4NNpEvyVAEpFC8AkxJGBHz8fFgMksK1gBy5dub,Wiz,2024-10-26 22:35:00,7.968008300457602,0.0005621835312062266,0.0009258752927618708,0.0004705007737354498,0.0005510957338712652,665826456.2818867,33168.913756690614,999670561.675223,29625.165383533098,999670561.675223,29625.165383533098
2aVCSF8R74m5Nh18nXUSx1YDNS3Zxj2kQCa3mrdgpump,mofa,2024-10-29 06:10:00,9.602809480217566,0.00017678686923133335,0.0003526290551700689,0.00010333006795482616,0.0001604494752788873,1969098414.6567116,17027.203802278913,999156330.032847,15746.637415425344,999156330.032847,15746.637415425344
2ban8tt99mhYf9hCXygvSUWDTxNAq54YQGGP3iNFpump,DVG,2024-10-29 19:44:00,24.10620254943045,0.0226756875108057,0.026299881459183622,4.411891317954161e-06,4.411891317954161e-06,2212116089.0461,8678.75576223641,999979159.316706,4668.409645990792,999979159.316706,4668.409645990792
2hpRcNUThuP4211CarNRhDUAm1Ty1h3iexCuiwfTpump,MASON,2024-10-29 20:15:00,6.469383455041526,0.0003057591279162896,0.0005860755624861995,9.930902828905137e-06,9.930902828905137e-06,4671433885.830247,7729.854169199836,997575278.114857,3989.4011712272345,997575278.114857,3989.4011712272345
2kaRSuDcz1V1kqq1sDmP23Wy98jutHQQgr5fGDWRpump,ETH,2024-10-26 01:55:00,17.036424848895116,0.0005654516409713601,0.0007813716562900391,0.0001547154929189532,0.00017544770193840518,887125006.6403949,129438.67802220823,999961756.460729,495522.2216801868,999961756.460729,495522.2216801868
2m2zsQkktkiC96iMtc8X5nXinscXrgLUvAowXvU3pump,Cybele,2024-10-26 22:32:00,9.502289511304548,4.095130413211165e-05,8.438490422316424e-05,3.157257582245694e-05,3.234073865655897e-05,680995857.3596433,20163.000441120486,999999787.235747,23604.008428722576,999999787.235747,23604.008428722576
2odHeumkiJx46YyNHeZvDjMwsoNhpAgFQuipT96npump,NOGAMBLING,2024-10-29 16:11:00,11.838052748380075,0.0007410304974950648,0.0015041025425172726,0.0006641610568789727,0.000863272353690992,355793571.3827474,25274.33264187481,999893603.289456,33722.468128065004,999893603.289456,33722.468128065004
2xtF1kZQQ14dvVjTsAASPM5Jxax9Gpat8tMETegqpump,Henlo,2024-10-27 06:46:00,17.30220232606928,0.0009325039139089553,0.0014187632779616272,0.0009088255339827897,0.0011830563148200635,81378747.53976806,50179.98831969044,999838283.336158,91892.50507738287,999838283.336158,91892.50507738287
2yPfaQuvHtM7ztvjKnfRB6vPhtwwFF1AqzKVNaJoNiM1,PHROG,2024-10-29 17:58:00,5.457058711907788,0.0003185213245817574,0.0007029397296432863,7.816868605601583e-05,0.0001927779577120639,2070717056.0340538,8465.997586615118,999472222.344904,4788.995674294304,999472222.344904,4788.995674294304
32i3VKoMrkY1sszZSsYF3o6zejiiTs1xh5jgqMHDpump,$OAKMONT,2024-10-19 21:28:00,6.055958176280527,0.00024297013600824922,0.00028124643834441363,0.00016290123163563674,0.00021351154019627795,181579061.59423816,124748.62618094473,964979185.806718,674595.1075240368,964979185.806718,674595.1075240368
33MD3pqkgJzD4uvtYqfxZ5V8j7fPpZeToikiXhtkpump,Holy Mary,2024-10-29 04:07:00,5.564998774023223,5.767534908867429e-05,0.0003657798397831256,5.1244457370251155e-05,0.00017704415835973446,3082297241.6076593,15143.65028492268,999826987.908915,15395.484379122832,999826987.908915,15395.484379122832
33aY2XDYFfbANyBKGiAGUb7kYb4sY9SqPcUZPrwRpump,Animal,2024-10-29 17:58:00,58.93023315438798,0.00303299253027287,0.005432714981714678,0.0022138314746539046,0.0030358048078876847,657290493.9403368,27802.509333478956,999267876.11087,28442.002095929005,999267876.11087,28442.002095929005
33rVymHHPxfMvg4EHKBRF3h8a37cG7Et3eQWZzAkpump,bro,2024-10-06 18:52:00,15.669965184975169,0.0002666214469024034,0.0005335680015356737,0.00024748079084228533,0.0003438724872369583,624229304.403868,169044.8016224903,999973046.414132,487375.4128315939,999973046.414132,487375.4128315939
39mp4M95uDVfRjzmiKxfjvcyviGsEUbBxqpUTPUupump,VOF,2024-10-26 10:21:00,5.153663747814134,0.0002935540865651674,0.0005661576636488137,0.00017427354520281612,0.0003842940493099669,820908026.864343,14723.855268279225,969127082.061346,9900.195132936675,969127082.061346,9900.195132936675
39qibQxVzemuZTEvjSB7NePhw9WyyHdQCqP8xmBMpump,MemesAI,2024-10-14 00:13:00,164.84913297803175,5.069964000377054e-05,0.000632589806690569,5.069964000377054e-05,0.0005231819458506066,2045621737.6007636,3175588.0523428624,999967078.157597,43555354.72663651,999967078.157597,43555354.72663651
3BeJ9zCgQhaqKMu2HgKJ79yQBChD1Pf3hPwRX44fpump,CB,2024-10-02 21:06:00,29.746854950535337,0.0002735233792151008,0.0006340272141557126,0.00026143171479597427,0.0005191272023704331,494356775.50794464,186876.3919251279,999970308.538641,455216.07478083315,999970308.538641,455216.07478083315
3BpRk7eDSg1GPsY5qkLATeMc9sYiKRS1V6p4RPNFpump,HOLY6900,2024-10-29 08:49:00,7.15800548663273,6.236896445156582e-05,8.371327445319506e-05,5.0469648468315836e-05,5.1859667430316174e-05,371384082.80872846,6899.840726331811,999648828.400346,4260.104621158971,999648828.400346,4260.104621158971
3DkVGaNSMTcxFkgGDAm299FaVxgnCw2411vxZTmRpump,OMEGA,2024-10-16 23:57:00,20.888956617758915,8.58042935652894e-05,0.0001024264969391909,4.783046706837342e-05,8.177389972495843e-05,324792942.0375979,515820.6963579234,999997559.064041,5414258.096792903,999997559.064041,5414258.096792903
3Ei8SaoL4JWZv1XsWePqiAjVtb7QtpJbV2TSuURmpump,Kiri,2024-10-19 03:54:00,7.095442155953603,0.00035589756047886106,0.00035589756047886106,0.00013663608920521972,0.00013810122166679322,914466390.5381775,103690.02841093738,999928287.374831,176536.5028727836,999928287.374831,176536.5028727836
3HYx6a9whu5a4dnzE62WNXg46MrEmu9LFxutR2YBpump,flavia,2024-10-22 16:36:00,38.1715882873759,0.00039962683757234724,0.03314478612082495,0.00039432216681938823,0.0013895163072557696,942659011.6638681,192164.97079620018,999949795.996992,415873.70991726563,999949795.996992,415873.70991726563
3JgFwoYV74f6LwWjQWnr3YDPFnmBdwQfNyubv99jqUoq,wPOND,2024-10-09 18:36:00,12180.139808466209,1.911934683015912e-07,0.002923963357021984,1.911934683015912e-07,6.418334579623118e-07,11154411.137999998,88550.17083188047,25691375329348.035,3142471.6994943246,25691375329348.035,3142471.6994943246
3R49ZACNKMPdzwtRb5eXfqNRmcHp9R4NppNhKtRhpump,BREAD,2024-10-29 20:09:00,7.213763628324898,9.900382143651087e-05,0.00010546716223422372,3.280475308082741e-05,3.280475308082741e-05,732036622.3193057,8035.416342737237,999226564.776499,4683.46805673252,999226564.776499,4683.46805673252
3XFiHA2gexzBjqtM5Z7FjJhP6f28D2m79UihBCfkpump,BTCAT,2024-10-06 00:02:00,18.015118423649074,2.301474361575838e-05,0.00011817877663635426,2.2539769465445888e-05,8.962145255287945e-05,815339593.2262417,99536.48224917027,955332359.279186,351815.5473309052,955332359.279186,351815.5473309052
3qq54YqAKG3TcrwNHXFSpMCWoL8gmMuPceJ4FG9npump,CLANKER,2024-10-16 17:21:00,10.5136296847644,0.0005770526590739136,0.001938186808679201,0.0003960609250758294,0.001071728657547536,2341371879.49669,80713.45607189469,999971164.048232,180166.67458846924,999971164.048232,180166.67458846924
3rRKJyH9EFSKSS7uJSVteCUHLXq9kAKxFotQxTuhn2kQ,AIO,2024-10-29 16:17:00,5.428746832316434,0.14888967315101526,0.1502710093244822,0.1139906346539337,0.11990276599638754,3215674.0292020636,11.616439660516955,987638231.2895616,2309.8721275469043,987638231.2895616,2309.8721275469043
3xv6pWP1oVENMkZAASxoiAF4dFH9PGVtDnVw8xrbpump,fwogmi,2024-10-23 06:36:00,13.014944433722937,0.0003335541847596009,0.001800453927571346,0.0002611958399147488,0.0002809494297427225,1030030362.1278393,18115.20978818016,999887438.172666,13188.290432041733,999887438.172666,13188.290432041733
41EaZbiAtiBM2TEbbDFyp4rLY8q78Xiegiw2KMqRpump,$QuantAi,2024-10-28 23:49:00,5.7649008138084765,1.964319080722678e-05,8.606034186823875e-05,1.9044861320011187e-05,2.9616314820411242e-05,1500324750.286951,6831.159158855668,998383078.555599,3683.9365900416947,998383078.555599,3683.9365900416947
41revsxLUZnoiUQoMT9eBVCzi4cs8Xbs48rp53gcpump,ROKO,2024-10-17 20:07:00,44.18766653644699,0.0003217933943324653,0.003879065326193608,0.00031552809308708104,0.001404552930169419,992368074.2768166,56001.04481336561,999857379.28944,94416.59695323753,999857379.28944,94416.59695323753
46RN3PxRWtoPhu4jeA7WxWR5MAaLh6cm3S1kYmu8pump,yum,2024-10-20 10:30:00,7.562773867506148,3.8793195885727e-05,6.485727510498342e-05,3.8793195885727e-05,5.501266836170168e-05,260744743.63888302,35248.22913591859,999983036.545232,62688.712461713665,999983036.545232,62688.712461713665
47uYAPNpAMJrLLxQZ7QQ9F1T6XBHqfPHLTfLsCCapump,FEET,2024-10-28 14:54:00,12.98903113825031,0.0007966073804048134,0.002147071805636646,0.0007093106354898514,0.0018457512453170482,114895633.9837622,15848.808438037058,999968163.272509,15448.417368000175,999968163.272509,15448.417368000175
4AyViLduWHAiR6MhS8upSTx6A9C4dvMUa1F9Krzgpump,FE,2024-10-28 20:38:00,11.290370149034048,3.066391878241425e-05,4.451062349018389e-05,3.066391878241425e-05,4.2299060179739395e-05,97636273.95147301,18569.2429221181,999322316.814211,22414.039471494994,999322316.814211,22414.039471494994
4B3NXEKgsT9hsadpCKNEwSXj6aDqwR7iqe5GzvgKpump,GPT2,2024-10-24 19:10:00,17.182477452803244,0.001759298844601032,0.0026506226700330877,0.00034154436483021887,0.0012139425370320976,2241485604.455359,115953.09238511698,999743921.082427,143194.39087641423,999743921.082427,143194.39087641423
4EAbchR1spQ3UGq4AD2z6uScmQFenWYuGB15wPAapump,CT,2024-10-29 19:40:00,14.178022396376132,4.992186973482595e-05,7.631562035785451e-05,1.1380210781235927e-05,1.7141374747194167e-05,1786089103.1189194,8374.93301027983,999428325.347782,4727.064521474039,999428325.347782,4727.064521474039
4J5HoZWoKcbo2JQxEEVCKRBfUQtEroY1QdRrKtZFpump,IB,2024-10-29 01:56:00,52.36652194367323,0.0054698334364432725,0.006868916233005989,0.0011800680528925352,0.0026638450251424716,2218394335.8906913,249177.39771008948,998945760.204148,879853.9365281662,998945760.204148,879853.9365281662
4L4FU9jwtMdCzbQ7VLY8xetqVsJa8TBu5LgBwp9dpump,ETERNAL,2024-10-29 07:55:00,5.868578063093405,0.00010151914704385001,0.0001472223356321683,2.068885671764881e-05,3.0009501175908347e-05,2351991668.884972,8049.301934537341,969200789.934804,4916.694167829475,969200789.934804,4916.694167829475
4LzqcMvVM56wSDVpnRfK6VwLKyxJkcDCJuQMaEDkpump,BID,2024-10-29 13:54:00,5.814267111786154,0.0004011070630017324,0.00045369337278524285,0.000258242489624068,0.000274667592352816,674913981.3270067,25364.219554740463,999429150.959499,28628.29802371813,999429150.959499,28628.29802371813
4QeK5x94xw6PrqJE6jjsVhswXN8qvsgCeqVyfokgpump,BABEL-AI,2024-10-28 14:47:00,13.855793353192,0.0005939379354943552,0.001703509376184529,0.00041481987676431244,0.0006303900596312678,3569553508.085003,26257.299824102276,999717536.981994,31175.06819856108,999717536.981994,31175.06819856108
4TcqMXdZBjxirf2vtYikWt1ix3YoHJoFAZwrqe39pump,SCOOP,2024-10-23 23:52:00,120.26301374273488,0.009730742640592442,0.024042181596997815,0.006791834015263594,0.016321507735136492,303404634.27596414,185392.0453006608,999885790.928211,1094867.6570423776,999885790.928211,1094867.6570423776
4Y47LEufvcSSSbTFojcvW4Y6x2KZXrqG2urNBSvHpump,Me,2024-10-30 01:16:00,6.092184122375991,5.732175157816548e-05,0.00011668639355288265,5.732175157816548e-05,0.00011565597211175461,209044476.68429908,53037.875608878705,999935534.711476,95830.0064732599,999935534.711476,95830.0064732599
4e4pi2xRnNqVvNfLUcLCbXNiFfgNQuBCedUeJgE4pump,TONG,2024-10-02 06:00:00,19.556119906674063,0.00014441438364936324,0.00029778926484448485,0.00014092259529749644,0.00020273420748439326,881052392.3921993,30445.11399496769,999716210.816188,35540.31572187567,999716210.816188,35540.31572187567
4kHu4VktgzpZW9i8LEsHZrNLJcTV98nGhyZE5JSEpump,GOVAI,2024-10-16 01:31:00,16.814007456880542,0.00022143592962498102,0.002087355475698943,0.00014988868465526297,0.00015771150242442218,6918989771.624011,239996.94232221812,999838402.633069,1357729.894302175,999838402.633069,1357729.894302175
4qNX615pV1oufdodNoiBzUsrUE3ww57DYg6LsUtupump,CLAUDIUS,2024-10-19 19:05:00,21.82495617089872,0.010779426772025561,0.018872846879391836,0.006266193688552682,0.0076264467158220495,674906142.7870568,91588.29003573068,999868509.092725,143863.45442009557,999868509.092725,143863.45442009557
4qe5LzsmEJwr2rusq2Q4tvtEB1wdtpH6CokuCmAKpump,eliza,2024-10-27 01:23:00,5.714635526243503,0.0005674199136690995,0.0009483184833562391,0.00038022074748483614,0.000638874007994227,1608198700.948833,35996.2525318068,999603880.86547,38931.030475871004,999603880.86547,38931.030475871004
4qrZ4UR7GghR7o522gbbfWYemP7yquHE8T7r6XQmVwNm,SEEKER,2024-10-29 15:39:00,5.774370681082447,0.00047372659200358607,0.00047372659200358607,0.00028239928207335514,0.0003017762388825185,33080012.897932,6838.549201628411,999834873.874971,4452.526365670631,999834873.874971,4452.526365670631
4yyB8a6vmTZ5RL6UkPx4eSy57cLqWk2f8LuKnED5pump,SKULL,2024-10-28 22:48:00,8.560288791012125,0.0005670809040079093,0.0013343737729191044,0.0004852597020946728,0.0011997009058681335,506978375.2727393,9939.12390041475,998995651.33555,5819.630404687479,998995651.33555,5819.630404687479
54rRHktmCL8jKyMJxnBSSZ4zR8mxasR1CUx5qJuCHPze,noob,2024-10-28 00:40:00,8.403035913040018,0.0006310974666242466,0.0007581825335387925,0.000344547365371341,0.0005393324096369936,732091336.1086247,26223.661836077823,999839994.614383,24319.692661263703,999839994.614383,24319.692661263703
55mboDZnLzV5uFsH8egLcW2Q6Yh5UUeM86DndJcbpump,Tier,2024-10-29 18:28:00,11.655409274769022,0.00012497400645468707,0.00016051956169435482,2.0161088338381154e-05,2.126541071314724e-05,2884292359.8536973,8375.651827094396,999506419.890368,4835.574548072879,999506419.890368,4835.574548072879
59LjgLwuWGnvW2rBZqCyt1JZETj3U2Yajb2uqUbmpump,XIN,2024-10-29 02:46:00,11.252027047313302,0.00018563703609252605,0.0004844078076215202,0.0001350090790910203,0.0001881235314995292,1282107914.692197,24894.58221674095,932400887.730064,32316.358294458558,932400887.730064,32316.358294458558
5DyyR2TRuBnc6tZHAVGWjXbkAbJ6vDeP9fJXgaZppump,OSCURO,2024-10-29 17:28:00,7.341154353414995,0.00034937255324150423,0.0004071775682786939,0.0001144781393131239,0.0002332200653219849,1558885733.5025961,8226.585112649973,996849426.765213,4842.357403167715,996849426.765213,4842.357403167715
5GgvJq8DZ236iiCbp1ZbZLGhZG3Exj3vL93qoMoupump,Misha,2024-10-29 06:39:00,8.138757809138221,0.0002177051267644345,0.00027636497835360047,0.00011754035777987836,0.00013542984900619565,165071165.56957197,8370.957250217094,899831599.994914,4758.729677358387,899831599.994914,4758.729677358387
5Gh2xhEvScCmRxazhcpZiCGoKTT3YfgbDD5dtbXWpump,BFT,2024-10-29 22:11:00,6.6928982204205765,5.064188332146865e-05,0.00013472342024255343,1.8441841538002225e-05,2.5152387515094018e-05,1454817826.1801672,6971.69285751901,999385041.711671,3765.1275105546733,999385041.711671,3765.1275105546733
5JPg32uSr81BTNVtnK8AmrRZABtR8vZ3Wb7cdabiGtWF,Mudpug,2024-10-05 01:05:00,6.192477917281472,0.0002635869163679554,0.00030697257678854816,0.00017375757177379752,0.00018451914428815097,41699824.94171476,26449.207595328153,996924629.2846953,47520.6576513212,996924629.2846953,47520.6576513212
5LUx8Cmu61aCa9h8AebkmpqBBbgz4sErkbkGJESJXcFP,AutoLaye,2024-10-02 10:27:00,148.77088396930634,3.4412006309645613,3.4412006309645613,3.4412006309645613,3.4412006309645613,3254797.2681604796,0.3908825959517346,175653570.99800643,18602583690.143936,175653570.99800643,18602583690.143936
5LgNLDTvjV6nKQHBEZ783VDoYN2PqGNAKDWPg8wCpump,FUBB,2024-10-21 12:44:00,14.195986608366873,0.0008579097003075314,0.0013074267023018352,0.0006268189006282081,0.0009397433649579506,1479492594.1710505,28836.931620960706,982102715.360939,24614.353720065392,982102715.360939,24614.353720065392
5T3kPqWujSu2v6Y4YoZcQ4A2UtTRQFAwE82MoRm9pump,yogi,2024-10-29 19:08:00,12.46028179634665,0.0002169518941830486,0.0005031372463206658,0.0001447754241633658,0.0003628992699563203,1983237510.6745684,10491.823469027679,996542235.696346,6073.140965486192,996542235.696346,6073.140965486192
5UjbS1bECmQo7B5f817151ctvWskB92aDqu9drsipump,TITO,2024-10-29 10:07:00,17.863962810015167,0.00013292855779580248,0.0003810956483419157,0.00013292855779580248,0.0003132869258687495,902057224.3444806,8433.582639806435,998746985.091621,4836.6958827023645,998746985.091621,4836.6958827023645
5auoDa6TKL3FsdZiRr11PDWNiDrYBgK6xWzVvVZJpump,larpAI,2024-10-23 00:37:00,8.565657413968903,0.0006179604237360257,0.0016231806756518065,0.0006115618303692988,0.0015868770345703607,55617144.101810984,11492.189283457914,999578195.789703,8318.380478370114,999578195.789703,8318.380478370114
5cdU1CWGFxcgAG3vLbrTi48AsH1ZL2oMRAGDJLrWpump,LUCIFER,2024-10-28 21:15:00,8.320247037463814,0.0001349497329275541,0.0003523465770653438,0.0001349497329275541,0.00018115805102726412,744429581.5683868,9477.704865638842,999808151.621273,5605.2466017110555,999808151.621273,5605.2466017110555
5fvnJ2bVDXBHgkmp7xBTy9TNqd69zdSHn3bLBXsFpump,PRESIDENT,2024-10-22 07:56:00,8.183918025624735,4.9004796971700474e-05,6.897093440390021e-05,4.843802797288525e-05,6.848454500508394e-05,160800467.031135,13551.943253667992,954410050.76366,9729.275475684342,954410050.76366,9729.275475684342
5hJHyZ9KtEiATroSrMMx9yjXJGHUJRzj5LZkLhE5JJnC,ECCO,2024-10-29 18:55:00,6.163908534930602,0.0004613926162115281,0.00048777090293839175,0.0001184213020471688,0.00011910213748386842,293729237.4898339,7814.336037036153,930524760.437594,4084.028202272817,930524760.437594,4084.028202272817
5iuHLrJ6cx1UHGhbiEomsqUxDNoQ5ytdbU8aC6tZvAB8,$Dream,2024-10-21 20:19:00,6.077415035843468,0.00019871750724748357,0.00033768939975012483,0.00019573038359923717,0.00032889686286668464,163493913.52956,155859.4746253089,298553406.880383,369424.98292975774,298553406.880383,369424.98292975774
5pKzD7VCY27no9cN31dYvgzZMAWRPUUHL4xK75FYpump,NOVA,2024-10-28 19:25:00,18.812357677581165,0.0007610187259882256,0.001018361698228079,0.0005073166613337009,0.0007857020113592438,810333085.718589,19045.88871972517,998492187.174792,13320.009732643564,998492187.174792,13320.009732643564
5vrNnSXf2PeF4YMdG4vHi1WzU3hf42JKzV8i7jtBmRww,x/acc,2024-10-26 20:11:00,7.641492153179297,0.0005391771960874178,0.0011353898884885446,0.00039560029266759434,0.0009137885261835247,478438064.5779385,45190.69909008516,999554056.82197,68165.51244692411,999554056.82197,68165.51244692411
5xVLT8UxUViqKf6jDE45EvoGQQgCkvjuM4MDx5mTpump,mr noodles,2024-10-29 16:01:00,9.051134488604808,4.9840412438926027e-05,0.00022527833762637259,2.3166977460458536e-05,2.4033057898173745e-05,4860295374.9935465,6785.044725679694,999463262.863489,3571.844315360347,999463262.863489,3571.844315360347
64KZ3MPUFAks5QEYGVMZfTXDcgi43ZBYVXmVBJRTU358,PARK,2024-10-16 12:53:00,11.506829180359766,7.447682993143242e-06,7.447682993143242e-06,2.142765816375947e-06,2.142765816375947e-06,417255341.02225506,1204.3640685374166,995007432.479958,1185.9455682742423,995007432.479958,1185.9455682742423
658gVRm3K3kGTwKyGhsJ2akKgE7zjDFHTDsscaWtpump,max2049,2024-10-12 23:38:00,17.70436880380473,0.00015180325574043935,0.0002453562407328333,9.074953235175944e-05,0.00022263327176530665,593260620.5439128,24482.59923636713,997041490.572965,24246.706192956626,997041490.572965,24246.706192956626
66gsTs88mXJ5L4AtJnWqFW6H2L5YQDRy4W41y6zbpump,YOUSIM,2024-10-24 16:50:00,20.11782410583942,0.0009221063723630759,0.00188932879146226,0.0008355065665789708,0.00107052924348632,440785963.2974409,434469.1920937997,999996958.011851,3011676.5003871745,999996958.011851,3011676.5003871745
69G8CpUVZAxbPMiEBrfCCCH445NwFxH6PzVL693Xpump,xavier,2024-10-28 01:18:00,14.28758764873142,0.0001991585921754218,0.001383245080451817,0.0001991585921754218,0.000345083773526897,995080840.9835219,54970.9808006719,999895678.023562,147740.50921908687,999895678.023562,147740.50921908687
