,price_mean,price_std,price_min,price_max,price_last,rsi_7,rsi_7_slope,rsi_14,rsi_14_slope,rsi_21,rsi_21_slope,macd,macd_signal,macd_divergence,price_change_1m,volatility_1m,volatility_adjusted_return_1m,momentum_1m,momentum_std_1m,acceleration_1m,trend_strength_1m,trend_consistency_1m,price_change_3m,volatility_3m,volatility_adjusted_return_3m,momentum_3m,momentum_std_3m,acceleration_3m,trend_strength_3m,trend_consistency_3m,price_change_5m,volatility_5m,volatility_adjusted_return_5m,momentum_5m,momentum_std_5m,acceleration_5m,trend_strength_5m,trend_consistency_5m,price_change_10m,volatility_10m,volatility_adjusted_return_10m,momentum_10m,momentum_std_10m,acceleration_10m,trend_strength_10m,trend_consistency_10m,price_change_15m,volatility_15m,volatility_adjusted_return_15m,momentum_15m,momentum_std_15m,acceleration_15m,trend_strength_15m,trend_consistency_15m,volume_total,volume_mean,volume_std,volume_skew,volume_kurtosis,whale_trade_count,whale_volume_ratio,volume_1m,trades_count_1m,buy_sell_ratio_1m,buy_sell_imbalance_1m,avg_trade_size_1m,max_trade_size_1m,min_trade_size_1m,trade_size_std_1m,volume_momentum_1m,volume_momentum_std_1m,volume_acceleration_1m,avg_trade_interval_1m,trade_interval_std_1m,volume_3m,trades_count_3m,buy_sell_ratio_3m,buy_sell_imbalance_3m,avg_trade_size_3m,max_trade_size_3m,min_trade_size_3m,trade_size_std_3m,volume_momentum_3m,volume_momentum_std_3m,volume_acceleration_3m,avg_trade_interval_3m,trade_interval_std_3m,volume_5m,trades_count_5m,buy_sell_ratio_5m,buy_sell_imbalance_5m,avg_trade_size_5m,max_trade_size_5m,min_trade_size_5m,trade_size_std_5m,volume_momentum_5m,volume_momentum_std_5m,volume_acceleration_5m,avg_trade_interval_5m,trade_interval_std_5m,volume_10m,trades_count_10m,buy_sell_ratio_10m,buy_sell_imbalance_10m,avg_trade_size_10m,max_trade_size_10m,min_trade_size_10m,trade_size_std_10m,volume_momentum_10m,volume_momentum_std_10m,volume_acceleration_10m,avg_trade_interval_10m,trade_interval_std_10m,volume_15m,trades_count_15m,buy_sell_ratio_15m,buy_sell_imbalance_15m,avg_trade_size_15m,max_trade_size_15m,min_trade_size_15m,trade_size_std_15m,volume_momentum_15m,volume_momentum_std_15m,volume_acceleration_15m,avg_trade_interval_15m,trade_interval_std_15m,liquidity,market_count,holder_count,unique_wallets_24h,active_ratio,average_holding,trades_24h,trades_per_holder,volume_per_holder,momentum_strength_1m,trend_strength_2m,trend_consistency_2m,momentum_strength_2m,momentum_strength_3m,volatility_acceleration_1m,volatility_acceleration_3m,volatility_acceleration_5m,volatility_acceleration_10m,volatility_acceleration_15m,trade_size_mean,trade_size_median,trade_size_skew,large_trade_ratio,large_trade_volume_ratio,avg_trade_interval,trade_interval_std,order_imbalance_1m,order_imbalance_2m,order_imbalance_3m,volume_weighted_momentum,liquidity_utilization,market_impact_1m,market_impact_2m,market_impact_3m,price_volume_correlation_1m,price_volume_correlation_3m,price_volume_correlation_5m,price_volume_correlation_10m,buy_pressure_momentum_1m,buy_pressure_volatility_3m,buy_pressure_momentum_3m,buy_pressure_volatility_5m,buy_pressure_momentum_5m,buy_pressure_volatility_10m,buy_pressure_volatility_15m,trade_size_trend_1m,trade_size_concentration_1m,trade_size_trend_3m,trade_size_concentration_3m,trade_size_trend_5m,trade_size_concentration_5m,trade_size_trend_10m,trade_size_concentration_10m,trade_size_trend_15m,trade_size_concentration_15m,volatility_adjusted_momentum_3m,volatility_adjusted_momentum_5m,volatility_adjusted_momentum_10m,volatility_adjusted_momentum_15m,rsi_trend_strength_7,rsi_trend_strength_14,rsi_trend_strength_21,liquidity_impact,whale_liquidity_impact,data_points_count,trades_count
5%,5.198782808099905e-05,7.29258220100136e-06,1.4016527897167415e-05,6.333032537161898e-05,6.333032537161898e-05,64.31352132225176,4.2488416475288036,62.08288162640995,4.013013741488761,,0.0,,,,0.0,,,,,,,1.0,0.03425881115085659,0.006999483401477554,0.336658345667991,0.019527585873757747,0.006999483401477554,-78.00313019966076,0.32629368186717417,0.6666666666666666,0.140440491524154,0.01800776840831061,1.0336932457900372,0.03577438848518656,0.01800776840831061,-0.05490341392897761,0.3687376741199891,0.4,0.12230792691831546,0.03265612542099463,0.47517949394338777,0.01805448024127164,0.03265612542099463,-0.010538998682471684,0.21693341537481536,0.2,0.230292751450977,0.05147068414511234,0.420324687588942,0.01567672313578327,0.05147068414511234,-0.00752225075695779,0.1770180829764192,0.2,84698.896447,8469.8896447,18939.628741748344,0.563114780516054,-2.01092305419534,1.0,0.2723318976831694,239.422795299,1.0,0.0,-1.0,239.422795299,239.422795299,239.422795299,,,,,,,62669.223399536,3.0,0.0,-1.0,20889.741133178668,56128.107634,21.742781,28053.278467309286,-0.49857365755407707,0.0837152101535787,-2580.956998072523,8.5,3.5355339059327378,66748.997377884,5.0,0.0,-1.0,13349.799475576801,56128.107634,0.688349873,25103.384374784906,0.09197279976198983,0.5282891443503163,-1974.9636667964833,198.0,384.021700775707,84698.896447,10.0,0.0,-1.0,8469.8896447,56128.107634,0.124512,18939.628741748344,3.3433218232682127,6.9864056207498315,-7.149856229742824,1591.6666666666667,1898.7554110814567,84698.896447,10.0,0.0,-1.0,8469.8896447,56128.107634,0.124512,18939.628741748344,3.3433218232682127,6.9864056207498315,-7.149856229742824,1591.6666666666667,1898.7554110814567,0.0,1.0,19.0,1.0,0.0007656967840735069,0.0,0.0,0.0,0.0,,0.19189588121432924,0.5,0.19189588121432924,0.32629368186717417,,0.31183569201517874,0.4559551639499523,0.7255896337638811,,8469.8896447,30.6704935,0.5631147805160539,0.1,0.2723318976831694,-183783.66666666666,1898.7554110814567,-1.0,-1.0,-1.0,-1.7273562846839914,19.744924930611198,0.2754227632520487,4.673515156129723,7.729154211850552,,-0.9756373999887564,-0.8235838780887794,-0.37649165347592356,,0.0,1.9033948847296634e-05,0.0,0.0,0.0,0.0,,1.0,-0.9706462916164091,1.477758607407054,1.5913405124209794,1.8394484709899783,0.7056636641409803,2.723318976831694,0.7056636641409803,2.723318976831694,0.32629368186717417,0.18771787031241607,0.15559191889718746,0.19393720150370874,0.0,0.0,0.0,19.744924930611198,7.408756474380972,16.0,10.0
25%,0.00025705412600468753,5.658793493420165e-05,8.294410687068083e-05,0.0003785934354867,0.0003785934354867,80.74307318520577,5.182377975659392,75.47171667314247,4.796720906584403,,0.0,,,,0.0,,,,,,,1.0,0.13768944329586574,0.025102149474799704,1.6253600929372825,0.07096783651052457,0.025102149474799704,-0.08006263016270743,0.5958716608049061,0.6666666666666666,0.25423392651649623,0.036184901975456624,1.882745243286907,0.05998817046545374,0.036184901975456624,-0.005594019494510253,0.49990468072866967,0.4,0.4001360386946524,0.07084917218102958,2.9464874935050505,0.042181600806707374,0.07084917218102958,0.0024316543756989634,0.33304612650741905,0.5,0.34733319481905717,0.08925370304451753,2.8059443964955513,0.029669426787252522,0.08925370304451753,0.001961013909109248,0.26698941776364005,0.4,1283838.620127,128383.86201269999,272295.9676334778,0.8200596109824019,-1.268962359848759,1.0,0.27366155961665833,28202.068944,1.0,0.0,-1.0,28202.068944,28202.068944,28202.068944,,,,,,,84351.91935899999,3.0,0.0,-1.0,28117.306452999997,62190.137900758,1066.191059,35767.19278730157,-0.2221832575874424,0.32198479509064726,-1.0092108557425243,634.0,603.8691911333116,84409.830848,5.0,0.16477930090998746,-0.7170634801266589,16881.9661696,62190.137900758,1066.191059,27355.443806714906,1.0483959405957215,1.409327685230541,-1.1772247859799057,3451.75,2618.429475213466,1283838.620127,10.0,0.505172631009692,-0.32875124008757084,128383.86201269999,846572.996623,1066.191059,272295.9676334778,8.68193135821564,18.653390085935765,-2.6020371867979293,2681.8888888888887,2664.9745777399075,1283838.620127,10.0,0.505172631009692,-0.32875124008757084,128383.86201269999,846572.996623,1066.191059,272295.9676334778,8.68193135821564,18.653390085935765,-2.6020371867979293,2681.8888888888887,2664.9745777399075,0.0,1.0,134.0,2.0,0.014925373134328358,0.0,0.0,0.0,0.0,,0.7073862545083044,1.0,0.7073862545083044,0.5958716608049061,,0.8107334295978804,0.9247610148437037,0.9465242908709747,,128383.86201269999,13579.6085485,0.8200596109824027,0.1,0.27366155961665833,-100457.11111111111,2664.974577739908,-1.0,-1.0,-0.941924565999437,-0.34014396354093174,207.38421720955947,2.973846293382042,4.673515156129723,28.068809481726742,,-0.7823581167503614,-0.42113635854944165,-0.20931784094013267,,0.015469494878356036,0.0015359778570280132,0.016829213467068616,1.0042946862307756,0.036937588076367586,0.045201074795532724,,1.0,-0.10156299616924774,1.9567780216734985,1.8582136403357308,2.4220156625526013,0.8585884134609718,2.7366155961665832,0.8585884134609718,2.7366155961665832,0.5958716608049061,0.44701021974829713,0.3159537676937741,0.2578784557978317,0.3493403380559775,0.05055971561954758,0.0,207.38421720955947,88.21171137287827,16.0,10.0
50%,0.0004018671379302438,0.00018178459613453442,0.0001602366914139,0.0015471582303264,0.0015471582303264,90.24210064441245,5.667388116264226,86.12994092642967,5.4467951621541815,,0.0,,,,0.0,,,,,,,1.0,0.22882135736511858,0.10176136011980014,3.3840573837033707,0.108688286560369,0.10176136011980014,0.0011336095865024376,0.71970630829962,1.0,0.46591470400604085,0.14165955861852975,4.609157567267787,0.10579472054868894,0.14165955861852975,0.05593526100756485,0.5576072040147809,0.6,0.9120714299767474,0.12404588729622065,8.058135587168506,0.07961228966797168,0.12404588729622065,0.01328956311343274,0.41628396667071066,0.6,1.0340703030641871,0.12552691138423877,6.73773796952343,0.05830899084137322,0.12552691138423877,0.008099999866933114,0.3671195388329286,0.6,11585287.59338,1158528.759338,1456331.5659868633,1.6400306395792044,1.0958201653058124,1.0,0.40700219420125544,321880.456085,1.0,0.0,-1.0,321880.456085,321880.456085,321880.456085,,,,,,,1067361.86467,3.0,0.5022643646520923,-0.33132359860188637,355787.28822333337,758627.319623,105176.472326,302410.8430567017,0.4868515057003116,1.2667389032712806,0.4553552640951153,4243.0,3266.8333290818496,2634942.5345450006,5.0,0.49627279755246567,-0.33665465500108543,526988.5069090001,1200000.0,84884.0,270085.45510431676,3.0014415586552596,4.198088241875886,-0.08663396752073682,4040.5,6198.11877373557,11585287.59338,10.0,0.9289459434102629,-0.036835690928755445,1158528.759338,3518561.564832,31112.289683,1456331.5659868633,24.783637896756442,57.23151032327721,0.03606583994840326,7969.222222222223,7599.491311557928,11585287.59338,10.0,0.9289459434102629,-0.036835690928755445,1158528.759338,3518561.564832,31112.289683,1456331.5659868633,24.783637896756442,57.23151032327721,0.03606583994840326,7969.222222222223,7599.491311557928,17387.0268690327,1.0,847.0,11.0,0.022222222222222223,0.0,7.0,0.014925373134328358,0.0,,0.8077620675235451,1.0,0.8077620675235451,0.71970630829962,,0.9895329836690375,0.9948940256928365,0.9996029248475797,,1158528.759338,396158.97458150005,1.6400306395792041,0.1,0.4070021942012555,-7969.222222222223,7599.491311557928,-1.0,-0.9779240016043078,-0.8162721690106619,-0.0006646891717131953,385.7180658965013,9.652928091933395,22.69085496730666,40.674411978171726,,-0.4507970594250858,-0.25644623985683557,-0.12481101314815636,,0.5272366050923231,0.008859226252894517,7.037627479460294,6.991974441511623,6.725977703377763,5.01254740922891,,1.0,1.9939145393407016,2.6552981398744397,4.312851901029847,2.5514340863863767,11.255980089307656,4.070021942012555,11.255980089307656,4.070021942012555,0.7197063082996197,0.5630222691071803,0.4288595869845037,0.40278153473422923,1.6860455980792404,4.436172525296521,0.0,385.7180658965013,105.55620748555754,16.0,10.0
75%,0.01653580762398025,0.016101260972270152,0.0007847333795968,0.217513717506731,0.217513717506731,98.01536060299223,6.25,96.53488906758085,6.162914659655742,,0.0,,,,0.0,,,,,,,1.0,0.6888301560067793,0.4539332020404314,8.430351573132844,0.3386029403688454,0.4539332020404314,0.16881685055539042,2.1140730653377933,1.0,2.4778013373541246,0.479520383782281,9.632579659887854,0.4272598432718747,0.479520383782281,0.2135096445800415,2.188619989556705,0.8,4.740296941663984,0.3638604242999947,9.083797987457906,0.25587592046937857,0.3638604242999947,0.08079267876009419,0.760694910083235,0.8,3.61699954266315,0.3220169922578697,10.246167223469824,0.1493872804235645,0.3220169922578697,0.04912824172152132,0.4911327573450425,0.7333333333333333,17540871.840693,1754087.1840693,3221844.7569499854,2.457142353260289,6.064314470392376,1.0,0.5807835273750291,2961000.0,1.0,,1.0,2961000.0,2961000.0,2961000.0,,,,,,,9922322.100084,3.0,0.5347979141755544,-0.30310315223117673,3307440.700028,3518561.564832,660166.932438,352320.5968966811,3.1251704734519055,5.293666655430762,1.7914393369918653,109907.0,155431.96999973975,10379994.557006,5.0,0.5478498542947228,-0.29211499064377877,2075998.9114011999,3518561.564832,171954.935035,1702770.9560432006,75.08194553498062,150.54491228514755,0.5374850958914438,211847.75,210138.5114020036,17540871.840693,10.0,1.3323818283733264,0.1425074678296304,1754087.1840693,10187449.420871,56655.971978,3221844.7569499854,37.84785716388923,101.93470880389891,0.4347416462700453,100457.11111111111,167475.8054813026,17540871.840693,10.0,1.3323818283733264,0.1425074678296304,1754087.1840693,10187449.420871,56655.971978,3221844.7569499854,37.84785716388923,101.93470880389891,0.4347416462700453,100457.11111111111,167475.8054813026,33333.5352666343,1.0,1109.0,30.0,0.027051397655545536,0.0,42.0,0.040268456375838924,0.0,,4.004348536938613,1.0,4.004348536938613,2.1140730653377933,,1.5418242044912114,1.1586906168944342,1.0504805569683238,,1754087.1840693,687751.178939,2.457142353260289,0.1,0.5807835273750291,-2681.8888888888887,167475.8054813026,-1.0,-0.1450638600433664,0.31219540335562784,0.40679591382918656,531.3286118997935,129.49355291463542,161.72471589551552,178.08423060692303,,0.630907502970914,0.017330174440410757,0.19145438513198135,,3.479589255643571,,24.887443992543172,18.169544062093987,12.635163190794014,11.437574102492711,,1.0,19.606943238397605,2.8667558564049522,19.578404707759496,3.7436507498166107,13.462824975640624,5.807835273750291,13.462824975640624,5.807835273750291,2.1140730653377986,1.1554501524903955,0.850673050856238,0.500059383658335,5.575997806191752,11.89984483524213,0.0,531.3286118997935,308.58690541443997,16.0,10.0
95%,0.25749185995356794,0.06193112566058395,0.2292898379815879,0.3022536299555649,0.3022536299555649,100.0,8.626512545289666,100.0,8.607369864428382,,0.0,,,,0.0,,,,,,,1.0,1634.9239827919012,919.4118790746845,26.04797492205597,650.3793254890832,919.4118790746845,1300.244748794351,7.040547520951479,1.0,672.192055799719,650.2819463485728,19.443693921193088,325.0789887730012,650.2819463485728,433.42723128965457,4.050798230300687,0.8,216.5455801081585,433.5422097832147,40.02333099438132,144.3895536457665,433.5422097832147,162.6027648748755,2.982830672752741,0.9,217.93833328431228,347.5990835930049,20.013614073377237,92.80527694367122,347.5990835930049,100.03885625990216,0.8181989030097201,0.8,96282547.43323895,9628254.743323896,11126502.024090493,2.9202401087137146,8.842072675374549,1.0,0.6626781456252141,31513033.697522745,1.0,,1.0,31513033.697522745,31513033.697522745,31513033.697522745,,,,,,,46002916.06427072,3.0,2.174830195298221,0.37004504903540697,15334305.354756907,31513033.697522745,4005033.0,14380905.50446858,1289.9809579669616,1825.012195287956,52.62517555913338,488566.0,623492.8185248007,51387444.433543205,5.0,1.585608454816142,0.22648767787146779,10277488.886708641,31513033.697522745,1417215.853859232,12335495.821864793,1484.5347374303112,2960.245029364733,17.606471166623095,334984.5,419724.5723920231,96282547.43323895,10.0,1.9652400606720193,0.3255183529569827,9628254.743323896,31513033.697522745,289524.910412237,11126502.024090493,660.9495418394649,1973.986101696781,6.588490125362867,183783.66666666666,303956.80805520894,96282547.43323895,10.0,1.9652400606720193,0.3255183529569827,9628254.743323896,31513033.697522745,289524.910412237,11126502.024090493,660.9495418394649,1973.986101696781,6.588490125362867,183783.66666666666,303956.80805520894,42960.36298286986,2.0,1631.0,35.0,0.05263157894736842,0.0,72.0,0.06492335437330929,0.0,,12.326294649267147,1.0,12.326294649267147,7.040547520951479,,1442.425651199011,1430.1502430244493,1183.0564095004352,,9628254.743323896,3986172.7577066272,2.9202401087137138,0.1,0.6626781456252141,-1591.6666666666667,303956.8080552089,1.0,1.0,0.9755937403902569,1.4009445696859657,2119.1771370386723,718.6030476332809,1442.3291641083922,1625.305466485936,,0.9971404120805375,0.8367730380983258,0.3282654026524537,,130.18470307955886,,77.60033289252482,26.06133762744808,47.04989519049254,24.465694439370786,,1.0,43.8010068929906,2.9633906105853858,14548.406030705546,3.89091022553673,6494.576280543475,6.626781456252141,6494.576280543475,6.626781456252141,7.040547520951524,3.2476101937315214,1.3258840618798184,0.6212733391804712,11.291267950414282,25.633103540891575,0.0,2119.1771370386723,770.7017868479604,16.0,10.0
max,0.3481610771397692,0.06855731942060837,0.2971311422611224,0.4414673915053789,0.4414673915053789,100.0,9.313612847821515,100.0,9.925333110587967,,0.0,,,,0.0,,,,,,,1.0,1634.9239827919012,919.4118790746845,526.3908401028181,650.3793254890832,919.4118790746845,1300.244748794351,8.942057556365137,1.0,672.192055799719,650.2819463485728,30.239276280242045,325.0789887730012,650.2819463485728,433.42723128965457,6.688837523301511,0.8,216.5455801081585,433.5422097832147,40.02333099438132,144.3895536457665,433.5422097832147,162.6027648748755,2.982830672752741,0.9,217.93833328431228,347.5990835930049,29.89346837607806,92.80527694367122,347.5990835930049,100.03885625990216,0.9588073547128536,0.8666666666666667,157325744.48039597,15732574.448039597,16987609.10925063,3.061116277663318,9.508537004459733,1.0,0.7789140973972866,31513033.697522745,1.0,inf,1.0,31513033.697522745,31513033.697522745,31513033.697522745,,,,,,,46002916.06427072,3.0,302.897538314472,0.9934188344825275,15334305.354756907,43215953.382956,4005033.0,24803680.44871201,1289.9809579669616,1825.012195287956,300.89753831447206,488566.0,623492.8185248007,109722858.917588,5.0,1.7382925701432776,0.26961785537206034,21944571.7835176,43215953.382956,1417215.853859232,21485666.079582762,1484.5347374303112,2960.245029364733,100.15665765032442,334984.5,419724.5723920231,157325744.48039597,10.0,1.9652400606720193,0.3255183529569827,15732574.448039597,43215953.382956,289524.910412237,16987609.10925063,660.9495418394649,1973.986101696781,34.374744870792185,183783.66666666666,303956.80805520894,157325744.48039597,10.0,1.9652400606720193,0.3255183529569827,15732574.448039597,43215953.382956,289524.910412237,16987609.10925063,660.9495418394649,1973.986101696781,34.374744870792185,183783.66666666666,303956.80805520894,135122.40712401096,5.0,2867.0,426.0,0.14858737356121382,0.0,1478.0,0.5155214509940704,0.0,,257.67990951682816,1.0,257.67990951682816,8.942057556365137,,1442.425651199011,1430.1502430244493,1183.0564095004352,,15732574.4480396,12225865.78354,3.061116277663318,0.2,0.7789140973972866,-10.222222222222221,303956.8080552089,1.0,1.0,0.9755937403902569,10.365925579359573,75985.94255970884,718.6030476332809,1442.3291641083922,6083.669726091453,,0.9999219665872078,0.9545000039618814,0.7895851912822864,,130.18470307955886,inf,162.45943795470893,inf,59.31798123986373,32.530333996705416,,1.0,81.38390973623943,2.9633906105853858,14548.406030705546,4.293438297167537,6494.576280543475,7.789140973972866,6494.576280543475,7.789140973972866,8.942057556365079,4.073210678142561,1.3258840618798184,0.7740950830525501,51.13628843509747,739.1134424096169,0.0,75985.94255970884,41745.2968332152,16.0,10.0
