trade_id,token_symbol,token_address,entry_time,entry_price,position_size,confidence_score,feature_momentum_5m,feature_momentum_7m,feature_trend_acceleration,feature_price_change_15m,exit_price_5min,return_pct_5min,exit_time_5min,pnl_5min,exit_price_15min,return_pct_15min,exit_time_15min,pnl_15min,exit_price_30min,return_pct_30min,exit_time_30min,pnl_30min,exit_price_45min,return_pct_45min,exit_time_45min,pnl_45min,exit_price_60min,return_pct_60min,exit_time_60min,pnl_60min
TRADE_20241225_202532_1,Hankinson,FwPhy5bys5UiswJmp4wVKyAsoY6kpMhSZLVYeaEGpump,2024-12-25T21:06:35.926416,1.642309591491944e-05,100,1.0,0.7586453796015868,1.1694867723566351,0.024829207789261037,0.6434376620829856,3.551946059984264e-05,116.27749593531416,2024-12-25T21:11:36.200774,116.27749593531416,5.08936603276046e-05,209.89078180667892,2024-12-25T21:21:36.288177,209.89078180667892,5.768606578824665e-05,251.24964310682842,2024-12-25T21:36:36.206378,251.24964310682842,0.00014193787707798892,764.2577368682753,2024-12-25T21:51:36.167921,764.2577368682753,4.281924224782535e-05,160.72576370285043,2024-12-25T22:06:36.234565,160.72576370285043
TRADE_20241225_202532_2,INTERCAT,CGbTpyM5rKjHhDxTLxEbi211ahjueds3Yqw3m7UZpump,2024-12-25T21:16:44.949651,1.6349781352856303e-05,100,1.0,0.49837464162635525,0.6014200162179182,0.02449442829277143,1.2451986283604324,1.6761179622460292e-05,2.516231016949466,2024-12-25T21:21:45.386611,2.516231016949466,1.3010380171827096e-05,-20.424745193585192,2024-12-25T21:31:45.428759,-20.424745193585192,1.6212020203340323e-05,-0.8425871058631129,2024-12-25T21:46:45.262353,-0.8425871058631129,2.38175208955108e-05,45.67485877326356,2024-12-25T22:01:45.206770,45.67485877326356,1.7734087287091448e-05,8.466816187687476,2024-12-25T22:16:45.246511,8.466816187687476
TRADE_20241225_202532_3,ALYSSANDRA,9Aig4B6yEqUdUxRPuVsTcweq1g71ph3Xo5Hyfqpipump,2024-12-25T21:25:23.130724,6.08284416354612e-05,100,1.0,0.5232298165166094,0.6979586617511682,0.026432851574250585,4.5522775725167755,3.080200495247883e-05,-49.36249536512511,2024-12-25T21:30:23.386625,-49.36249536512511,2.290342513693677e-05,-62.34750632903812,2024-12-25T21:40:23.453421,-62.34750632903812,2.122046088966755e-05,-65.1142453774508,2024-12-25T21:55:23.429605,-65.1142453774508,8.951722746624838e-06,-85.28365595773171,2024-12-25T22:10:23.379410,-85.28365595773171,1.0758050566012016e-05,-82.31411116779229,2024-12-25T22:25:23.452895,-82.31411116779229
TRADE_20241225_202532_4,Andrew,A6MfS3xEAEhQTC8fKoCj458m6uuJHaoQmyRTEAcspump,2024-12-25T21:48:34.641576,5.573830425900842e-05,100,1.0,0.3829589561088462,0.5080154610772074,0.028031091424372545,0.5114560277914502,7.230239415488572e-05,29.717606439740617,2024-12-25T21:53:34.959413,29.717606439740617,0.00019078503139972414,242.2871110559297,2024-12-25T22:03:34.927458,242.2871110559297,3.0755876757169645e-05,-44.82093209321329,2024-12-25T22:18:34.906000,-44.82093209321329,1.8522619591976432e-05,-66.76859865362192,2024-12-25T22:33:34.955536,-66.76859865362192,1.4342245683941266e-05,-74.2686006066945,2024-12-25T22:48:34.904261,-74.2686006066945
TRADE_20241225_202532_5,1SOL,HqF3ks2tSbSZDkS4V6Q1nT1UvPxqBQUKdwMH2zuDpump,2024-12-25T22:06:07.124761,2.16033273310075e-05,100,1.0,0.4488249622439302,0.5106658783065292,0.02132923202919873,0.6180470309331936,2.8287644960941806e-05,30.941148682870857,2024-12-25T22:11:07.405391,30.941148682870857,2.5369572213508195e-05,17.433633369499347,2024-12-25T22:21:07.505830,17.433633369499347,1.1684244177663676e-05,-45.914608436760815,2024-12-25T22:36:07.371215,-45.914608436760815,1.2538555511202426e-05,-41.96007254305824,2024-12-25T22:51:07.413748,-41.96007254305824,8.827134955274212e-06,-59.13992867846554,2024-12-25T23:06:07.415052,-59.13992867846554
TRADE_20241225_202532_6,ORGY,AHgzA4wDbuZi6uWqZU5S9TcT3LcJXzes4Z43Fy1tpump,2024-12-25T22:10:42.585007,1.392818663137727e-05,100,1.0,0.32989644359587755,0.4548522208905583,0.020293140535201037,0.55147636215003,1.2294000918515228e-05,-11.732939514039575,2024-12-25T22:15:42.825304,-11.732939514039575,1.2720655705038992e-05,-8.669692317433231,2024-12-25T22:25:42.835244,-8.669692317433231,1.5416267862981768e-05,10.683955284259072,2024-12-25T22:40:43.043876,10.683955284259072,2.3743853815146466e-05,70.47340363501856,2024-12-25T22:55:42.832228,70.47340363501856,1.8695314541270942e-05,34.22647926869631,2024-12-25T23:10:42.836701,34.22647926869631
TRADE_20241225_202532_7,ZAC,GJKbvj9bbVXihB4QUSj5p7AWSBMRXdBBrtEYKGKfpump,2024-12-25T22:11:03.294950,8.63061491240584e-05,100,1.0,0.27230498411390247,0.4328439487637765,0.03936063235789193,4.842450775025884,4.560633742918525e-05,-47.15748774327808,2024-12-25T22:16:03.536966,-47.15748774327808,2.7657991088622446e-05,-67.953626283492,2024-12-25T22:26:03.560299,-67.953626283492,1.1675352755653024e-05,-86.47216580261204,2024-12-25T22:41:03.565166,-86.47216580261204,1.0370567755607618e-05,-87.98397581069139,2024-12-25T22:56:03.531953,-87.98397581069139,7.803942443285274e-06,-90.95783727754124,2024-12-25T23:11:03.529952,-90.95783727754124
TRADE_20241225_202532_8,Memes,GM3vhnko7yu9skrzqZTQxLw3w6wWtyrRBTDYTN3vpump,2024-12-25T22:12:09.886084,0.000295083124602578,100,1.0,1.1131044001336585,0.9610644264173622,0.07453275750636304,0.6207021387137743,0.00016957272099096468,-42.53391439468199,2024-12-25T22:17:10.141451,-42.53391439468199,7.109064979821324e-06,-97.59082631736536,2024-12-25T22:27:10.124103,-97.59082631736536,5.567038288817908e-06,-98.11339997964448,2024-12-25T22:42:10.159341,-98.11339997964448,5.117823524120352e-06,-98.2656332750261,2024-12-25T22:57:10.171591,-98.2656332750261,5.132244027707144e-06,-98.26074634575619,2024-12-25T23:12:10.152198,-98.26074634575619
TRADE_20241225_202532_9,KIDS,B76U9C8sPmWz9TuLRr23rYDRP3TYp16U2hAWKmnWpump,2024-12-25T22:21:12.399437,4.936053212882369e-05,100,1.0,1.0541178484166438,1.3651295390971656,0.08075181788863704,1.9457088107492395,3.0373059742402176e-05,-38.46691185756875,2024-12-25T22:26:12.612872,-38.46691185756875,1.0095383077443106e-05,-79.54766157889942,2024-12-25T22:36:12.707603,-79.54766157889942,1.1354576160079695e-05,-76.99664960976123,2024-12-25T22:51:12.684403,-76.99664960976123,9.121930537249028e-06,-81.51978890048808,2024-12-25T23:06:12.630387,-81.51978890048808,9.82698651643285e-06,-80.09140887949533,2024-12-25T23:21:12.892060,-80.09140887949533
TRADE_20241225_202532_10,SIQI,AiAFGHZ785tpKwTAMn8ZG4yDreZAG2q3mFNd1YM4pump,2024-12-25T22:37:07.201171,1.3323707358754181e-05,100,1.0,0.5248623028482609,1.1231693313504523,0.03548766189292259,0.7171670126411152,1.0045306852886294e-05,-24.605767881218544,2024-12-25T22:42:07.464720,-24.605767881218544,1.3769036568020401e-05,3.3423820958783157,2024-12-25T22:52:07.453828,3.3423820958783157,8.547032447278535e-06,-35.85094435699377,2024-12-25T23:07:07.688309,-35.85094435699377,6.552444292239824e-06,-50.82116324076558,2024-12-25T23:22:07.460119,-50.82116324076558,6.380810429506794e-06,-52.10934721322621,2024-12-25T23:37:03.781099,-52.10934721322621
TRADE_20241225_202532_11,ALYSSANDRA,9Aig4B6yEqUdUxRPuVsTcweq1g71ph3Xo5Hyfqpipump,2024-12-25T22:52:32.369910,2.078339212394871e-05,100,1.0,0.29460317947418746,0.5248985857842421,0.04120327664428543,0.6099363747535835,2.7559541558551586e-05,32.60367409800595,2024-12-25T22:57:32.638632,32.60367409800595,2.603263500524215e-05,25.256911143223505,2024-12-25T23:07:32.667384,25.256911143223505,2.102628921091851e-05,1.1687076177036237,2024-12-25T23:22:28.884179,1.1687076177036237,1.4804546553212986e-05,-28.767419365803615,2024-12-25T23:37:32.685948,-28.767419365803615,1.42648427764337e-05,-31.364222493803993,2024-12-25T23:52:32.829241,-31.364222493803993
TRADE_20241225_202532_12,AIgenix,4HKgkgQq9BvLuiWzhdT1GhabfT5X3KwwsVQmDUNxpump,2024-12-25T23:27:05.543874,2.8456330638681378e-05,100,1.0,0.29269795138941657,0.35676152256852944,0.02697285321526414,2.0245771342917545,1.9465906158098838e-05,-31.59375885365079,2024-12-25T23:32:06.053460,-31.59375885365079,3.1023827458118156e-05,9.022585701709263,2024-12-25T23:42:06.012368,9.022585701709263,1.137212096844757e-05,-60.0365868922356,2024-12-25T23:57:05.756919,-60.0365868922356,5.6056230232436934e-06,-80.30096327449951,2024-12-26T00:12:05.782411,-80.30096327449951,5.6056230232436934e-06,-80.30096327449951,2024-12-26T00:27:05.785411,-80.30096327449951
TRADE_20241225_202532_13,SEQUOIA,9sPkVF38AQh7kTso9MwG6vp5evknsGLu8VFeuCdopump,2024-12-26T00:05:06.821622,4.07699592030296e-05,100,1.0,0.2792074218187801,2.584937598928096,0.04586336786384641,0.7673063056772451,6.728589970832324e-05,65.03793730390402,2024-12-26T00:10:07.081774,65.03793730390402,3.5762985689433545e-05,-12.281036359791086,2024-12-26T00:20:07.062433,-12.281036359791086,4.263001214892219e-05,4.562312502275856,2024-12-26T00:35:07.069545,4.562312502275856,,,,,,,,
TRADE_20241225_202532_14,Hankinson,FwPhy5bys5UiswJmp4wVKyAsoY6kpMhSZLVYeaEGpump,2024-12-26T00:11:08.585296,3.0273110285226233e-05,100,1.0,0.6053533261268556,0.48428405611035497,0.06792646184284304,0.7780578069660891,2.852665692060169e-05,-5.768992178768095,2024-12-26T00:16:08.835239,-5.768992178768095,2.6394888731509648e-05,-12.810779986518995,2024-12-26T00:26:08.825312,-12.810779986518995,3.0256656194513856e-05,-0.054352164535953484,2024-12-26T00:41:08.819991,-0.054352164535953484,,,,,,,,
TRADE_20241225_202532_15,ALYSSANDRA,9Aig4B6yEqUdUxRPuVsTcweq1g71ph3Xo5Hyfqpipump,2024-12-26T00:14:35.616063,2.117315606459472e-05,100,1.0,0.3842408416539582,0.7797952547397984,0.032415872494969494,0.7362244588785138,1.635347249929782e-05,-22.76317971016266,2024-12-26T00:19:35.866114,-22.76317971016266,2.213734462552103e-05,4.553825409800871,2024-12-26T00:29:35.924213,4.553825409800871,2.0449626519798755e-05,-3.417202152521015,2024-12-26T00:44:35.913671,-3.417202152521015,,,,,,,,
