timestamp,token,entry_price,confidence_score,momentum_5m,momentum_7m,trend_acceleration,price_change_15m,exit_5m,exit_15m,exit_30m,exit_45m,exit_60m,return_5m,return_15m,return_30m,return_45m,return_60m
2024-12-29T14:49:47.210402,DSL,2.529383344416208e-05,1.0,0.32611501936302556,0.38535129902142895,0.02243638626568896,2.9923304915637243,2.4764811354736914e-05,-2.091506179136582,2.98499728741195e-05,18.01284664902778,1.7510728066285703e-05,-30.77076234829382,2.6698370739464794e-05,5.552884256960611,1.8779222747574665e-05,-25.755727027177898
2024-12-29T14:50:35.116729,CURA,4.3247565295282814e-05,1.0,1.194150306426648,1.588408234082721,0.05620249032003555,4.759993525293438,3.34141452072929e-05,-22.73751139711554,9.441859908143528e-06,-78.16788102711209,6.359587429240613e-06,-85.29492380479905,6.2172960757908594e-06,-85.62393967535323,5.8417751885886565e-06,-86.49224494210812
2024-12-29T14:54:32.512648,HOLE,1.5961010001720503e-05,1.0,0.25752269369979297,0.749847007435507,0.047481787872677664,1.8745964206105308,1.6951404941903435e-05,6.205089402714337,3.4455228217931316e-05,115.87122753646071,5.042508411122706e-05,215.92664941499024,5.2325875190600504e-05,227.83561431864325,1.7594443445779555e-05,10.233897753857546
2024-12-29T14:56:57.312455,ben,2.5046386110311225e-05,1.0,0.35043194481295203,0.4389432359589551,0.020648103068149487,2.542038900971014,2.0343216003025414e-05,-18.777839192335954,1.6547122694435554e-05,-33.93409084425417,2.6801786929997226e-05,7.0085992124960805,3.0038978591685956e-05,19.933384638350503,1.9451540789349744e-05,-22.337934488114296
2024-12-29T14:57:57.529659,suza,1.66582569610103e-05,1.0,0.7491693631760457,0.7870986766368453,0.023566248019546626,1.8306231979395813,1.7872305087491604e-05,7.287966137891022,1.7338326054181253e-05,4.082474503561184,8.319598032669023e-06,-50.05721155495701,6.4237013744257434e-06,-61.43833421791475,5.975467359801584e-06,-64.12909601654277
2024-12-29T14:59:52.198387,miso,1.3521497924898575e-05,1.0,1.3941220781019323,1.3941220781019323,0.07677455175976977,1.1132584809239532,8.39903193333254e-06,-37.883864790849046,7.572190803740523e-06,-43.99887611714202,6.390205072484515e-06,-52.740405626823716,5.9756497783738e-06,-55.80630332849292,6.163011820427341e-06,-54.42064292981379
2024-12-29T15:05:23.479484,Ash,1.5076700410310008e-05,1.0,0.30206571896256507,0.8916821568654518,0.030426080601552954,1.5571496456633165,1.1731412219590988e-05,-22.188463653700964,1.0780909387075576e-05,-28.49291228402211,8.605679724213611e-06,-42.92066904553779,8.002861584313459e-06,-46.91901167684671,8.278199051510376e-06,-45.09276681090356
2024-12-29T15:06:44.949488,shimmer,2.4662756215188175e-05,1.0,0.6932049676501149,0.9614205813433334,0.030435931685899975,1.1701079672736379,3.2331915254992176e-05,31.09611502010903,2.575324675919089e-05,4.421608576462166,4.7473974606291156e-05,92.4925754123744,9.181985167964849e-05,272.3016636036108,2.6096361939102816e-05,5.812836616500228
2024-12-29T15:08:12.481839,RUNNER,1.2833470085209066e-05,1.0,0.6726047743778276,0.6726047743778276,0.03106300784955461,1.005913827592574,1.552135595727806e-05,20.944342054195133,1.4881589627159059e-05,15.959202993043231,1.361305475677713e-05,6.074621021375637,1.7208189403506996e-05,34.0883587155427,3.7332382030731656e-05,190.8985783491113
2024-12-29T15:14:39.177718,zaza,1.3613081851436844e-05,1.0,1.541006179078245,1.541006179078245,0.19262577238478062,1.541006179078245,7.198954990304068e-06,-47.11737526543831,6.187943598561979e-06,-54.54413874762055,5.494851310057603e-06,-59.63550818231782,5.494851310057603e-06,-59.63550818231782,5.494851310057603e-06,-59.63550818231782
2024-12-29T15:15:02.234696,zaza,9.212725226879887e-06,1.0,0.6693563481964087,0.6693563481964087,0.08366954352455108,0.6693563481964087,5.86545300512777e-06,-36.33313855910746,5.554111329216008e-06,-39.71261279983879,5.381110704185617e-06,-41.59045698567891,5.381110704185617e-06,-41.59045698567891,5.381110704185617e-06,-41.59045698567891
2024-12-29T15:16:22.216944,Really,1.4217332157461417e-05,1.0,0.37607690988851705,0.7309163401227521,0.03866725897468998,1.0055504948533343,1.2588272543084735e-05,-11.458265139579883,6.508434555368305e-06,-54.22182950158758,6.20324086205458e-06,-56.36846073966804,5.949499367912097e-06,-58.15319427006752,5.949499367912097e-06,-58.15319427006752
2024-12-29T15:20:51.776586,UP/ONLY,1.098654713499886e-05,1.0,0.8290111393979491,0.8984834541193405,0.022566271275051758,0.7756100210309538,1.8596249195267915e-05,69.26381843871137,7.729574625972229e-06,-29.645096580445962,5.925963568675436e-06,-46.06163796633044,5.489350256254546e-06,-50.03571013892423,5.489350256254546e-06,-50.03571013892423
2024-12-29T15:27:27.204909,miso,8.799235365220601e-06,1.0,0.3835926627014721,0.3580208763241368,0.03427819810049609,0.6283386599494596,6.521124408727742e-06,-25.88987408493699,5.860401277038096e-06,-33.39874393857434,5.761295021866347e-06,-34.52504924873199,5.761295021866347e-06,-34.52504924873199,5.761295021866347e-06,-34.52504924873199
2024-12-29T15:35:50.003892,DIGGA,2.2811919752188784e-05,1.0,0.335659162236819,0.6142770974568688,0.02713507530428856,0.7647024525422643,1.8699088506157432e-05,-18.029307882501776,1.081942998071484e-05,-52.571155351023336,7.250735911421196e-06,-68.21514370474895,5.8323970814774955e-06,-74.4326775438622,5.562109474230112e-06,-75.61753006913663
2024-12-29T16:14:12.507477,dGPU,0.0023609761949323514,1.0,0.6343404919973585,0.6494689256186077,0.07701898275229485,0.705845726158234,4.306533276638158e-05,-98.17595226674382,4.306533276638158e-05,-98.17595226674382,4.306533276638158e-05,-98.17595226674382,4.306533276638158e-05,-98.17595226674382,4.306533276638158e-05,-98.17595226674382
2024-12-29T16:14:13.240177,LOCKINMF,9.50903501472201e-06,1.0,0.47893443647993705,0.47893443647993705,0.04167277789110649,0.5779973112444605,8.1869417040115e-06,-13.903548663598642,6.689089298059797e-06,-29.655435197118695,6.806489074046581e-06,-28.42082226525944,6.804673256685709e-06,-28.43991797116503,8.274275502908719e-06,-12.985118993689893
2024-12-29T16:14:46.602583,JC,6.249073333735093e-06,1.0,0.318465590686267,0.3525091698503653,0.024060078448816136,0.6322521502356055,4.994581489497953e-06,-20.074845936994713,5.693536546781679e-06,-8.889906667511738,6.9003840923938664e-06,10.422517449790947,1.0551616570265578e-05,68.85090007351282,5.519960155022822e-06,-11.66754076602391
2024-12-29T16:21:26.627573,Fish,1.4961650316615535e-05,1.0,0.6995191101014497,0.7299794531455432,0.02756788112606226,0.7995619582405091,1.7752032010321584e-05,18.650226643829626,9.340356881202398e-06,-37.57134618478857,7.892457926001712e-06,-47.24874757140387,7.641926037221204e-06,-48.92324125010108,7.050335785410242e-06,-52.877285351465865
2024-12-29T16:24:56.605609,RUNNER,1.0697417417485586e-05,1.0,0.3637215981133979,0.3637215981133979,0.044722509267984656,0.6716340706156381,1.0974879673138425e-05,2.593731223382112,6.5537258379494105e-06,-38.73543882435639,6.5537258379494105e-06,-38.73543882435639,6.124577471860688e-06,-42.74713949322301,6.0801514184396656e-06,-43.16243649143499
2024-12-29T16:42:14.472814,DEBT,9.823589601715047e-06,1.0,0.79634712952414,0.79634712952414,0.04119579419988015,0.79634712952414,5.769512038308312e-06,-41.26880018174778,6.076567778698789e-06,-38.1431022155291,6.076567778698789e-06,-38.1431022155291,6.076567778698789e-06,-38.1431022155291,6.076567778698789e-06,-38.1431022155291
2024-12-29T17:31:17.935550,shimmer,2.128647295652404e-05,1.0,0.5786325802443055,0.6593553882853862,0.02078860685693637,0.8559904152713111,1.9099349079234256e-05,-10.27471240424289,1.5301921517316693e-05,-28.114340273423068,1.4710536859705191e-05,-30.892558434878747,2.7014571508206054e-05,26.909570990841015,1.7824359820006382e-05,-16.264381344851053
2024-12-29T18:27:51.557707,updawg,1.7442080611619596e-05,1.0,0.9188016017975469,1.2563198635278083,0.05929449095749424,1.2282854064064472,3.3959996303565186e-05,94.70152133651793,2.5919835027583273e-05,48.60517850327988,3.87307705521116e-05,122.05361513069644,6.54053612560174e-05,274.98600489465423,1.9645011523513124e-05,12.629977815983583
2024-12-29T18:35:04.032210,DCA ,1.0005405733373322e-05,1.0,0.8011614560401092,0.8011614560401092,0.08468748578516339,0.8011614560401092,1.4657403094982119e-05,46.49483974539805,3.134486067980134e-05,213.27925638487244,2.6405627045082086e-05,163.91360579217042,2.3627985942879845e-05,136.15220184492878,1.3721753098229016e-05,37.143394919605385
